,Ano de Registo,Classe do veículo,Combustível,Condição,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
258,2019,,Diesel,Usados,Mercedes-Benz,194 cv,11 000 km,Carrinha,Automática,,,Classe E,
259,2018,,Diesel,Usados,Volvo,120 cv,40 352 km,Utilitário,Manual,Sim,40532,,
260,2018,,Diesel,Usados,Renault,130 cv,20 693 km,Sedan,Manual,,,,
261,2016,,Diesel,Usados,Renault,110 cv,130 000 km,Sedan,,,,,Importado
262,2017,Classe 1,Diesel,Usados,Peugeot,177 cv,25 000 km,Carrinha,Automática,,80-SJ-56,,Nacional
263,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,1 800 km,Utilitário,Automática,,,Classe A,Nacional
264,2011,Classe 1,Diesel,Usados,BMW,313 cv,159 791 km,Sedan,Automática,,,Série 5,
265,2014,Classe 1,Diesel,Usados,Renault,130 cv,125 000 km,Carrinha,Manual,,,,
266,2019,,Diesel,Usados,Renault,115 cv,7 970 km,Carrinha,Manual,,,,
267,2010,,Gasolina,Usados,Alfa Romeo,170 cv,82 500 km,Utilitário,Manual,,,,
268,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,1 800 km,Utilitário,Automática,,,Classe A,Nacional
269,2017,,Diesel,Usados,Ford,120 cv,80 000 km,Carrinha,Manual,,,,
270,2011,Classe 1,Diesel,Usados,Mercedes-Benz,177 cv,167 000 km,Coupé,Automática,,,Classe C,Nacional
271,2017,,Diesel,Usados,Renault,90 cv,76 000 km,Citadino,Manual,,,,Nacional
272,2017,,Diesel,Usados,Renault,110 cv,92 000 km,Carrinha,Automática,,,,
273,2017,Classe 1,Diesel,Usados,Peugeot,120 cv,132 400 km,SUV / TT,Manual,,,,Importado
274,2013,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,160 000 km,Carrinha,Automática,,,Classe CLS,
275,2017,,Diesel,Usados,Ford,120 cv,83 435 km,Utilitário,Manual,Sim,18SZ69,,
276,2017,,Diesel,Usados,Renault,110 cv,48 896 km,Carrinha,Automática,Sim,,,
277,2014,,Diesel,Usados,BMW,143 cv,89 167 km,Carrinha,Manual,Sim,47808,Série 3,
278,2019,,Diesel,Usados,Renault,115 cv,27 897 km,SUV / TT,Manual,Sim,47969,,
279,2011,,Diesel,Usados,Renault,110 cv,174 910 km,Coupé,,,,,
280,2011,Classe 1,Diesel,Usados,BMW,313 cv,159 791 km,Sedan,Automática,,,Série 5,
281,2018,,Diesel,Usados,Renault,110 cv,70 000 km,Carrinha,Automática,Sim,,,
282,2010,Classe 1,Diesel,Usados,Renault,85 cv,147 097 km,Citadino,Manual,,,,Nacional
283,2018,,Diesel,Usados,Fiat,120 cv,19 554 km,Carrinha,Manual,Sim,48VE79,,
284,2019,,Gasolina,Usados,Nissan,140 cv,8 426 km,SUV / TT,Manual,,,,
285,2008,,Diesel,Usados,Audi,143 cv,291 222 km,Carrinha,,,,,
286,2018,,Diesel,Usados,Renault,90 cv,43 001 km,Carrinha,Manual,,,,
287,2008,,Diesel,Usados,Audi,143 cv,291 222 km,Carrinha,,,,,
288,2018,,Diesel,Usados,Renault,110 cv,30 911 km,Carrinha,Manual,Sim,46073,,
289,2011,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,128 000 km,Cabrio,Automática,,,Classe E,Nacional
290,2019,,Diesel,Usados,Renault,90 cv,8 815 km,SUV / TT,Manual,,,,
291,2011,Classe 1,Diesel,Usados,SEAT,90 cv,161 388 km,Monovolume,Manual,,,,
292,2015,Classe 1,Híbrido (Gasolina),Usados,Mitsubishi,204 cv,133 000 km,SUV / TT,Automática,,,,
293,2014,Classe 1,Diesel,Usados,BMW,190 cv,119 000 km,Sedan,Automática,,,Série 4,
294,2005,Classe 2,Diesel,Usados,Land Rover,190 cv,84 390 km,SUV / TT,Manual,Sim,,,Nacional
295,2016,,Diesel,Usados,Jaguar,180 cv,188 000 km,SUV / TT,,,,,
296,2014,Classe 1,Híbrido (Gasolina),Usados,Toyota,136 cv,100 000 km,Carrinha,Automática,,,,
297,2009,Classe 1,Diesel,Usados,Audi,105 cv,150 500 km,Carrinha,Manual,,75-IF-74,,Nacional
298,2014,,Diesel,Usados,Citroën,75 cv,46 348 km,Citadino,,Sim,,,
299,2018,,Diesel,Usados,SEAT,115 cv,54 303 km,Carrinha,Manual,Sim,46725,,
300,2011,,Diesel,Usados,Kia,128 cv,203 000 km,Carrinha,,Sim,,,
301,2018,,Gasolina,Usados,Porsche,462 cv,24 000 km,SUV / TT,Automática,,,,
302,2006,Classe 2,Diesel,Usados,Volvo,185 cv,229 500 km,SUV / TT,Automática,Sim,,,Nacional
303,2018,,Gasolina,Usados,Renault,90 cv,26 531 km,SUV / TT,Manual,Sim,47650,,
304,2015,,Diesel,Usados,Renault,110 cv,88 438 km,Carrinha,Manual,Sim,,,Nacional
305,2013,Classe 1,Diesel,Usados,Peugeot,90 cv,105 000 km,Citadino,Automática,,,,
306,2014,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,167 500 km,Utilitário,Manual,,45-UT-64,Classe A,Importado
307,2019,,Gasolina,Usados,Renault,90 cv,14 084 km,Citadino,Manual,Sim,47643,,
308,2015,Classe 1,Diesel,Usados,Audi,150 cv,132 000 km,Sedan,Manual,,,,
309,2015,,Diesel,Usados,Citroën,120 cv,166 976 km,Monovolume,Manual,Sim,60-ZP-96,,
310,2011,Classe 1,Gasolina,Usados,Fiat,85 cv,124 900 km,Pequeno citadino,Manual,,,,
311,2011,Classe 1,Gasolina,Usados,Fiat,85 cv,124 900 km,Pequeno citadino,Manual,,,,
312,2019,,Gasolina,Usados,Renault,90 cv,19 056 km,Carrinha,Manual,Sim,45437,,
313,2002,,Diesel,Usados,Opel,125 cv,231 254 km,Monovolume,Manual,Sim,,,Nacional
314,2018,,Gasolina,Usados,VW,75 cv,43 796 km,Citadino,Manual,Sim,46953,,
315,2016,Classe 1,Diesel,Usados,Peugeot,120 cv,79 000 km,Carrinha,Automática,Sim,,,
316,2014,,Diesel,Usados,Peugeot,100 cv,141 293 km,SUV / TT,Automática,Sim,,,
317,2014,,Eléctrico,Usados,BMW,170 cv,48 000 km,Sedan,,,,Série i,
318,2015,,Diesel,Usados,Renault,110 cv,88 438 km,Carrinha,Manual,Sim,,,Nacional
319,2015,Classe 1,Diesel,Usados,BMW,190 cv,80 000 km,Sedan,Automática,,,Série 4,
320,2011,,Gasolina,Usados,Toyota,69 cv,88 950 km,Citadino,,,,,
321,2014,,Eléctrico,Usados,BMW,170 cv,48 000 km,Sedan,,,,Série i,
322,2006,Classe 2,Diesel,Usados,Audi,240 cv,197 000 km,SUV / TT,Automática,,43-CM-80,,Nacional
323,2016,Classe 1,Diesel,Usados,Peugeot,120 cv,79 000 km,Carrinha,Automática,Sim,,,
324,2013,,Diesel,Usados,Peugeot,115 cv,176 500 km,Carrinha,Automática,,,,
325,2017,Classe 1,Diesel,Usados,Mercedes-Benz,134 cv,68 200 km,Carrinha,Automática,,70-SR-74,Classe C,Nacional
326,2009,Classe 1,Diesel,Usados,VW,110 cv,155 000 km,Utilitário,Manual,,,,
327,2014,,Diesel,Usados,Peugeot,120 cv,140 000 km,Utilitário,Manual,,,,
328,2017,Classe 1,Diesel,Usados,Jaguar,180 cv,87 000 km,Sedan,Automática,Sim,,,Importado
329,2010,Classe 1,Híbrido (Gasolina),Usados,Honda,125 cv,89 000 km,Coupé,Manual,Sim,,,Nacional
330,2017,,Diesel,Usados,Mercedes-Benz,109 cv,34 700 km,Utilitário,Manual,Sim,,Classe A,
331,2015,,Diesel,Usados,BMW,190 cv,168 881 km,Carrinha,Automática,,,Série 3,
332,2008,,Diesel,Usados,BMW,177 cv,173 165 km,Coupé,Manual,Sim,,Série 1,
333,2011,Classe 1,Diesel,Usados,Ford,110 cv,169 000 km,Utilitário,Manual,,,,
334,2008,Classe 1,Diesel,Usados,BMW,177 cv,233 243 km,Coupé,Manual,,,Série 1,Nacional
335,2017,Classe 1,Diesel,Usados,BMW,116 cv,42 000 km,Utilitário,Manual,,,Série 1,
336,2017,Classe 1,Gasolina,Usados,Renault,100 cv,21 000 km,Citadino,Manual,,,,
337,2017,Classe 1,Diesel,Usados,Volvo,120 cv,98 960 km,Utilitário,Manual,,00-TS-00,,Nacional
338,2016,,Diesel,Usados,BMW,190 cv,149 984 km,Coupé,Automática,Sim,,Série 4,
339,2019,,Gasolina,Usados,Renault,70 cv,7 191 km,Pequeno citadino,Manual,Sim,47892,,
340,2019,,Gasolina,Usados,Renault,90 cv,14 084 km,Citadino,Manual,Sim,47643,,
341,2016,Classe 1,Gasolina,Usados,Honda,100 cv,35 987 km,Utilitário,Manual,Sim,,,
342,2006,Classe 1,Diesel,Usados,Citroën,110 cv,235 000 km,Utilitário,Manual,Sim,,,
343,2015,Classe 1,Diesel,Usados,BMW,112 cv,143 500 km,Utilitário,Manual,,,Série 1,
344,2005,Classe 2,Diesel,Usados,Land Rover,190 cv,325 000 km,SUV / TT,Automática,,51-SA-28,,Importado
345,2016,,Diesel,Usados,Mercedes-Benz,109 cv,139 991 km,Carrinha,Manual,Sim,,Classe CLA,
346,2018,,Gasolina,Usados,VW,75 cv,43 796 km,Citadino,Manual,Sim,46953,,
347,2015,Classe 1,Diesel,Usados,Volvo,115 cv,77 495 km,Utilitário,Manual,Sim,,,
348,2008,,Diesel,Usados,Smart,45 cv,180 000 km,Pequeno citadino,,,,,
349,2015,Classe 1,Diesel,Usados,Mercedes-Benz,110 cv,99 000 km,Utilitário,Automática,,,Classe A,
350,2016,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,59 000 km,Carrinha,Manual,,,Classe CLA,
351,2012,,Diesel,Usados,MINI,90 cv,94 800 km,Citadino,,,,,
352,2002,Classe 1,Diesel,Usados,Mercedes-Benz,143 cv,299 000 km,Carrinha,Manual,,,Classe C,
353,2016,,Diesel,Usados,BMW,150 cv,161 555 km,Monovolume,Manual,,,Série 2,Importado
354,2018,,Gasolina,Usados,Renault,90 cv,11 000 km,SUV / TT,Manual,,,,
355,2017,Classe 1,Diesel,Usados,Mercedes-Benz,134 cv,68 200 km,Carrinha,Automática,,70-SR-74,Classe C,Nacional
356,2015,Classe 1,Diesel,Usados,Peugeot,120 cv,146 300 km,Carrinha,Manual,,,,
357,2016,,Diesel,Usados,BMW,150 cv,168 534 km,Citadino,Manual,,,Série 1,
358,2015,,Diesel,Usados,Peugeot,120 cv,163 989 km,Carrinha,Manual,Sim,,,
359,2008,,Diesel,Usados,BMW,177 cv,173 165 km,Coupé,Manual,Sim,,Série 1,
360,2006,Classe 1,Diesel,Usados,Citroën,110 cv,235 000 km,Utilitário,Manual,Sim,,,
361,2008,,Diesel,Usados,Mercedes-Benz,170 cv,256 000 km,Carrinha,,,,Classe C,
362,2018,,Gasolina,Usados,Renault,90 cv,22 598 km,Citadino,Manual,Sim,46793,,
363,2010,Classe 1,Diesel,Usados,MINI,90 cv,153 000 km,Citadino,Manual,,,,
364,2016,,Diesel,Usados,BMW,116 cv,139 955 km,Citadino,Automática,Sim,,Série 1,Importado
365,2008,Classe 1,Diesel,Usados,BMW,177 cv,233 243 km,Coupé,Manual,,,Série 1,Nacional
366,2017,Classe 1,Diesel,Usados,Volvo,120 cv,98 960 km,Utilitário,Manual,,00-TS-00,,Nacional
367,2010,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,230 000 km,Carrinha,Manual,,,Classe E,Nacional
368,2014,Classe 1,Diesel,Usados,Ford,140 cv,166 000 km,Carrinha,Manual,,,,Nacional
369,2017,,Diesel,Usados,Peugeot,120 cv,179 998 km,SUV / TT,Manual,Sim,,,
370,1999,,GPL,Usados,Honda,128 cv,319 km,SUV / TT,,,,,
371,2010,Classe 1,Gasolina,Usados,Renault,75 cv,38 581 km,Citadino,Manual,Sim,,,Nacional
372,2015,Classe 1,Diesel,Usados,Opel,95 cv,159 029 km,Citadino,Manual,Sim,47-VX-69,,
373,2014,Classe 1,Diesel,Usados,Volvo,190 cv,198 000 km,Utilitário,Manual,,,,Importado
374,2005,Classe 1,Diesel,Usados,Toyota,90 cv,274 000 km,Utilitário,Manual,,,,
375,2016,Classe 1,Diesel,Usados,MINI,102 cv,93 000 km,Citadino,Manual,,,,
376,2018,Classe 1,Diesel,Usados,VW,150 cv,7 211 km,Monovolume,Manual,,,,Nacional
377,2009,Classe 1,Diesel,Usados,Citroën,92 cv,95 000 km,Utilitário,Manual,,20-IO-31,,Nacional
378,2015,Classe 1,Diesel,Usados,Audi,110 cv,60 000 km,Sedan,Manual,,,,
379,2013,,Diesel,Usados,Mercedes-Benz,110 cv,105 000 km,Sedan,,,,Classe A,
380,2018,Classe 1,Diesel,Usados,VW,150 cv,46 000 km,Sedan,Automática,Sim,,,
381,2015,,Diesel,Usados,Citroën,120 cv,178 000 km,Utilitário,,,,,
382,2009,Classe 1,Diesel,Usados,BMW,245 cv,215 000 km,Sedan,Automática,,,Série 7,
383,2017,Classe 1,Diesel,Usados,Renault,110 cv,119 000 km,Monovolume,Manual,,,,
384,2015,Classe 1,Híbrido (Diesel),Usados,Peugeot,200 cv,81 200 km,Carrinha,Automática,,,,
385,2017,Classe 1,Diesel,Usados,VW,150 cv,29 257 km,Monovolume,Automática,,34-TR-33,,Nacional
386,2017,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,65 000 km,Sedan,Automática,,,Classe E,
387,2010,Classe 1,Gasolina,Usados,Renault,75 cv,38 581 km,Citadino,Manual,Sim,,,Nacional
388,2014,Classe 1,Diesel,Usados,Audi,170 cv,129 000 km,Carrinha,Manual,Sim,74-ZB-90,,
389,2014,Classe 1,Diesel,Usados,Peugeot,120 cv,65 000 km,SUV / TT,Manual,Sim,OZ,,Nacional
390,2016,Classe 1,Diesel,Usados,Renault,110 cv,109 206 km,Carrinha,Manual,Sim,00-00-00,,
391,2014,Classe 1,Diesel,Usados,Audi,170 cv,129 000 km,Carrinha,Manual,Sim,74-ZB-90,,
392,2019,Classe 1,Gasolina,Usados,Mazda,100 cv,9 km,Utilitário,Manual,,,,Nacional
393,2008,,Diesel,Usados,Ford,125 cv,286 400 km,Carrinha,Manual,,,,
394,2017,Classe 1,Diesel,Usados,Renault,110 cv,119 000 km,Monovolume,Manual,,,,
395,2015,,Gasolina,Usados,Porsche,340 cv,93 777 km,SUV / TT,,,,,
396,2016,Classe 1,Eléctrico,Usados,Nissan,110 cv,29 966 km,Utilitário,Automática,Sim,,,
397,2012,,Gasolina,Usados,Peugeot,156 cv,89 000 km,Citadino,Manual,,,,
398,2011,,Diesel,Usados,VW,90 cv,147 000 km,Citadino,Manual,,,,Nacional
399,2016,Classe 1,Eléctrico,Usados,BMW,170 cv,45 880 km,Utilitário,Automática,,50-ZT-59,Série i,Importado
400,2015,,Diesel,Usados,Audi,150 cv,159 000 km,Carrinha,Manual,,,,
401,2014,Classe 1,Gasolina,Usados,BMW,431 cv,70 163 km,Coupé,Automática,,,Série 4,Nacional
402,2015,Classe 1,Diesel,Usados,BMW,116 cv,88 000 km,Utilitário,Manual,,,Série 1,
403,2017,Classe 1,Diesel,Usados,Volvo,120 cv,48 385 km,Utilitário,Manual,,,,
404,2016,Classe 1,Diesel,Usados,Renault,110 cv,109 206 km,Carrinha,Manual,Sim,00-00-00,,
405,2010,Classe 1,Diesel,Usados,Nissan,150 cv,197 500 km,SUV / TT,Manual,Sim,,,Nacional
406,2017,Classe 1,Diesel,Usados,Renault,110 cv,139 000 km,Carrinha,Automática,,,,
407,2013,Classe 1,Diesel,Usados,Renault,90 cv,199 000 km,Carrinha,Manual,,,,
408,2019,Classe 1,Gasolina,Usados,Mazda,100 cv,9 km,Utilitário,Manual,,,,Nacional
409,2005,Classe 1,Gasolina,Usados,Mercedes-Benz,95 cv,98 950 km,Utilitário,Automática,,,Classe A,
410,2002,Classe 1,Diesel,Usados,Mercedes-Benz,143 cv,240 000 km,Carrinha,Manual,,,Classe C,
411,2011,Classe 1,Diesel,Usados,Alfa Romeo,95 cv,116 230 km,Utilitário,Manual,Sim,,,
412,2004,Classe 1,GPL,Usados,Subaru,245 cv,18 000 km,Sedan,Manual,,,,Nacional
413,2012,Classe 1,Gasolina,Usados,Renault,203 cv,56 000 km,Citadino,Manual,,,,
414,2015,,Diesel,Usados,Audi,110 cv,69 500 km,Sedan,Manual,Sim,,,Nacional
415,2018,,Diesel,Usados,Nissan,110 cv,11 000 km,SUV / TT,Manual,Sim,81-VQ-17,,Nacional
416,2015,,Diesel,Usados,Audi,110 cv,69 500 km,Sedan,Manual,Sim,,,Nacional
417,2013,Classe 1,Diesel,Usados,BMW,143 cv,197 885 km,Carrinha,Manual,Sim,44-RL-35,Série 3,
418,2009,Classe 1,Diesel,Usados,Porsche,250 cv,273 000 km,SUV / TT,Automática,Sim,,,
419,2009,,Diesel,Usados,Audi,170 cv,210 000 km,Coupé,,,,,
420,2012,Classe 1,Diesel,Usados,BMW,165 cv,140 000 km,Carrinha,Manual,,,Série 3,
421,2015,Classe 1,Híbrido (Diesel),Usados,Mercedes-Benz,231 cv,58 000 km,Carrinha,Automática,,,Classe C,
422,2005,,Gasolina,Usados,Smart,75 cv,114 000 km,Cabrio,,,,,
423,2011,Classe 1,Gasolina,Usados,Smart,102 cv,70 200 km,Cabrio,Automática,,..-LO-..,,Nacional
424,2011,Classe 1,Diesel,Usados,MINI,112 cv,152 000 km,Citadino,Manual,,,,
425,2018,Classe 1,Diesel,Usados,VW,150 cv,24 400 km,SUV / TT,Automática,,,,Nacional
426,2007,Classe 1,Diesel,Usados,Citroën,110 cv,156 881 km,Monovolume,Manual,,,,Nacional
427,2017,,Diesel,Usados,Nissan,177 cv,41 750 km,SUV / TT,Manual,Sim,66-SI-74,,Nacional
428,2014,,Diesel,Usados,BMW,205 cv,153 000 km,Carrinha,Automática,Sim,,Série 3,
429,2005,Classe 1,Diesel,Usados,Nissan,115 cv,255 600 km,SUV / TT,Manual,,,,
430,2014,Classe 1,Diesel,Usados,BMW,218 cv,260 000 km,SUV / TT,Automática,,,Série X,
431,2015,Classe 1,Diesel,Usados,Peugeot,120 cv,107 200 km,Carrinha,Manual,,,,
432,2003,Classe 1,Diesel,Usados,Smart,41 cv,242 000 km,Pequeno citadino,Automática,,,,Importado
433,2003,Classe 1,Gasolina,Usados,Porsche,320 cv,105 000 km,Cabrio,Semi-automática,Sim,,911 (Todos),Importado
434,2011,Classe 1,Diesel,Usados,Alfa Romeo,95 cv,116 230 km,Utilitário,Manual,Sim,,,
435,2015,Classe 1,Diesel,Usados,MINI,95 cv,171 234 km,Citadino,Manual,Sim,98-PQ-01,,
436,2014,,Diesel,Usados,Renault,95 cv,146 000 km,Carrinha,Manual,,,,
437,2015,Classe 1,Diesel,Usados,Citroën,115 cv,151 965 km,Monovolume,Manual,,,,Importado
438,2017,Classe 1,Gasolina,Usados,Fiat,70 cv,58 000 km,Pequeno citadino,Manual,,,,Nacional
439,2019,,Gasolina,Usados,Nissan,100 cv,16 990 km,Citadino,Manual,Sim,47-XD-94,,Nacional
440,2012,Classe 1,Diesel,Usados,Renault,110 cv,133 000 km,Carrinha,Manual,,,,Nacional
441,2012,,Diesel,Usados,Peugeot,82 cv,167 310 km,Sedan,,,,,
442,2016,Classe 1,Diesel,Usados,DS,120 cv,114 139 km,Utilitário,Automática,,,,
443,2009,,Diesel,Usados,Nissan,106 cv,155 000 km,SUV / TT,Manual,,,,
444,2013,,Eléctrico,Usados,Nissan,110 cv,36 000 km,Utilitário,Automática,,,,
445,2016,,Diesel,Usados,Citroën,120 cv,72 000 km,Monovolume,Automática,Sim,,,
446,2013,Classe 1,Diesel,Usados,BMW,143 cv,197 885 km,Carrinha,Manual,Sim,44-RL-35,Série 3,
447,2016,Classe 1,Diesel,Usados,Peugeot,120 cv,88 734 km,Utilitário,Manual,,,,Importado
448,2017,,Gasolina,Usados,Ford,320 cv,11 700 km,Coupé,Manual,Sim,,,
449,2015,Classe 1,Diesel,Usados,Renault,90 cv,147 000 km,Carrinha,,Sim,,,Importado
450,2016,,Diesel,Usados,Citroën,120 cv,72 000 km,Monovolume,Automática,Sim,,,
451,2008,Classe 1,Diesel,Usados,BMW,177 cv,159 500 km,Sedan,Manual,Sim,22-FE-04,Série 3,Nacional
452,2000,Classe 1,Diesel,Usados,VW,75 cv,250 000 km,Citadino,Manual,,,,Nacional
453,2015,,Diesel,Usados,VW,110 cv,115 000 km,Utilitário,,,,,
454,2013,Classe 1,Diesel,Usados,Peugeot,70 cv,113 384 km,Citadino,Manual,Sim,16-NU-16,,Nacional
455,2016,Classe 1,Diesel,Usados,BMW,190 cv,135 000 km,Coupé,Automática,,,Série 4,
456,2015,Classe 1,Diesel,Usados,Peugeot,120 cv,127 000 km,Carrinha,Manual,,,,
457,2014,Classe 1,Diesel,Usados,Renault,90 cv,190 000 km,Carrinha,Manual,,,,Importado
458,2015,Classe 1,Diesel,Usados,BMW,116 cv,147 000 km,Citadino,Manual,,,Série 1,
459,2016,Classe 1,Diesel,Usados,Ford,120 cv,80 000 km,Utilitário,Manual,,,,Nacional
460,2008,Classe 1,Diesel,Usados,BMW,177 cv,159 500 km,Sedan,Manual,Sim,22-FE-04,Série 3,Nacional
461,2015,Classe 1,Híbrido (Diesel),Usados,Mercedes-Benz,204 cv,135 000 km,Carrinha,Automática,,,Classe C,
462,2016,Classe 1,Diesel,Usados,Renault,110 cv,120 000 km,Carrinha,Manual,,,,
463,2015,,Diesel,Usados,Mercedes-Benz,170 cv,179 000 km,Carrinha,,Sim,,Classe C,
464,2013,Classe 1,Diesel,Usados,BMW,143 cv,197 885 km,Carrinha,Manual,Sim,44-RL-35,Série 3,
465,2017,Classe 1,Híbrido (Gasolina),Usados,Toyota,122 cv,46 500 km,SUV / TT,Automática,,,,
466,2015,Classe 1,Híbrido (Diesel),Usados,Mercedes-Benz,231 cv,89 000 km,Carrinha,Automática,,,Classe E,
467,2010,Classe 1,Diesel,Usados,VW,105 cv,147 000 km,Utilitário,Manual,,,,
468,2017,Classe 1,Diesel,Usados,Fiat,95 cv,23 600 km,SUV / TT,Manual,,,,
469,2014,Classe 1,Diesel,Usados,Volvo,115 cv,185 000 km,Carrinha,Manual,,,,Importado
470,2017,Classe 1,Gasolina,Usados,Mercedes-Benz,367 cv,45 000 km,Coupé,Automática,,65-UA-06,Classe C,Nacional
471,2006,Classe 1,Diesel,Usados,SEAT,105 cv,220 000 km,Utilitário,Manual,,00-00-00,,Nacional
472,2014,Classe 1,Diesel,Usados,Audi,105 cv,145 000 km,Utilitário,,,,,Importado
473,2014,Classe 1,Diesel,Usados,BMW,184 cv,94 000 km,Coupé,Manual,,82/ZR/40,Série 1,Importado
474,2017,Classe 1,Diesel,Usados,Renault,110 cv,95 000 km,Carrinha,Manual,,,,
475,2013,Classe 1,Diesel,Usados,BMW,143 cv,197 885 km,Carrinha,Manual,Sim,44-RL-35,Série 3,
476,2005,Classe 1,Diesel,Usados,Mercedes-Benz,190 cv,184 000 km,Sedan,Automática,,00-00-00,Classe E,
477,2015,Classe 1,Gasolina,Usados,Fiat,85 cv,78 000 km,Pequeno citadino,Manual,,,,
478,2018,Classe 1,Gasolina,Usados,Honda,129 cv,9 000 km,Utilitário,Manual,Sim,,,
479,2011,Classe 1,Diesel,Usados,Citroën,163 cv,187 000 km,Carrinha,Manual,,,,Nacional
480,2016,Classe 1,Diesel,Usados,Ford,150 cv,86 000 km,Monovolume,Manual,Sim,,,Nacional
481,2002,,Diesel,Usados,VW,130 cv,340 000 km,Carrinha,,,,,
482,2014,Classe 1,Híbrido (Gasolina),Usados,Mitsubishi,203 cv,103 850 km,SUV / TT,Automática,Sim,,,Nacional
483,2016,Classe 1,Diesel,Usados,Peugeot,100 cv,65 672 km,Carrinha,Manual,Sim,63-RA-07,,Nacional
484,2008,Classe 1,Diesel,Usados,Fiat,75 cv,148 000 km,Pequeno citadino,Manual,,00-00-00,,Nacional
485,2018,Classe 1,Diesel,Usados,MINI,170 cv,30 500 km,Citadino,Automática,,36-VE-33,,Nacional
486,2017,Classe 1,Diesel,Usados,Peugeot,82 cv,76 877 km,Citadino,Manual,,,,Importado
487,2014,Classe 1,Diesel,Usados,Renault,90 cv,190 000 km,Carrinha,Manual,,,,Importado
488,2014,Classe 1,Diesel,Usados,BMW,184 cv,94 000 km,Coupé,Manual,,82/ZR/40,Série 1,Importado
489,1987,Classe 1,Gasolina,Usados,BMW,170 cv,201 200 km,Coupé,Manual,Sim,,Série 3,Nacional
490,2012,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,97 000 km,Carrinha,Automática,Sim,,Classe CLS,
491,2010,,Diesel,Usados,SEAT,80 cv,121 600 km,Citadino,Manual,,00-00-00,,Nacional
492,2013,Classe 1,Diesel,Usados,Volvo,115 cv,162 000 km,Carrinha,Automática,,,,Nacional
493,2015,,Diesel,Usados,VW,110 cv,192 000 km,Carrinha,,,,,
494,2018,,Diesel,Usados,Audi,150 cv,34 494 km,Sedan,Manual,Sim,47UL44,,
495,2003,Classe 1,GPL,Usados,Opel,100 cv,187 000 km,Monovolume,Manual,,00-00-00,,Nacional
496,2018,Classe 1,Gasolina,Usados,Alfa Romeo,220 cv,15 000 km,Sedan,Automática,,,,Nacional
497,2016,Classe 1,Gasolina,Usados,Mercedes-Benz,381 cv,23 500 km,Carrinha,Automática,,,Classe CLA,Importado
498,2006,,Diesel,Usados,Smart,40 cv,125 250 km,Pequeno citadino,Semi-automática,,,,
499,2007,Classe 1,Diesel,Usados,Volvo,109 cv,111 000 km,Carrinha,Manual,Sim,,,Nacional
500,2015,,Diesel,Usados,Citroën,115 cv,138 000 km,Utilitário,Manual,Sim,25-VG-43,,
501,2015,,Diesel,Usados,Citroën,115 cv,138 000 km,Utilitário,Manual,Sim,25-VG-43,,
502,2005,Classe 1,Diesel,Usados,Volvo,109 cv,230 000 km,Sedan,Manual,,,,Nacional
503,2014,,Híbrido (Diesel),Usados,Mercedes-Benz,231 cv,207 000 km,Carrinha,Automática,,,Classe E,
504,1992,Classe 1,Gasolina,Usados,Alfa Romeo,115 cv,69 900 km,Cabrio,Manual,,,,
505,2015,,Diesel,Usados,VW,110 cv,192 000 km,Carrinha,,,,,
506,2016,,Gasolina,Usados,BMW,109 cv,100 000 km,Utilitário,Manual,Sim,15-ZP-23,Série 1,
507,1992,Classe 1,Gasolina,Usados,Ford,120 cv,131 800 km,Sedan,Manual,,,,
508,2012,,Diesel,Usados,Jeep,200 cv,75 600 km,SUV / TT,,,,,
509,2015,Classe 1,Híbrido (Diesel),Usados,Mercedes-Benz,231 cv,160 000 km,Carrinha,Automática,,,Classe C,
510,1989,Classe 1,Gasolina,Usados,Toyota,80 cv,109 000 km,Sedan,Manual,,,,
511,2006,Classe 1,Diesel,Usados,Alfa Romeo,150 cv,222 000 km,Sedan,Manual,,00-00-00,,Nacional
512,2018,,Diesel,Usados,Audi,150 cv,34 494 km,Sedan,Manual,Sim,47UL44,,
513,2008,Classe 1,Diesel,Usados,Audi,180 cv,225 000 km,Carrinha,Automática,Sim,,,Nacional
514,2018,Classe 1,Gasolina,Usados,Ford,85 cv,43 230 km,Citadino,Manual,,00-00-00,,Nacional
515,2006,Classe 1,Diesel,Usados,Opel,150 cv,263 900 km,Carrinha,Manual,,00-00-00,,Nacional
516,2013,Classe 1,Diesel,Usados,Mercedes-Benz,265 cv,138 000 km,Carrinha,Automática,,,Classe CLS,
517,2004,Classe 1,Diesel,Usados,Audi,105 cv,253 000 km,Utilitário,Manual,,,,Nacional
518,2013,Classe 1,Híbrido (Diesel),Usados,Peugeot,200 cv,157 000 km,Carrinha,Automática,,,,Nacional
