,Ano de Registo,Classe do veículo,Combustível,Condição,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
1932,2010,,Diesel,Usados,BMW,204 cv,240 000 km,Carrinha,,,,Série 5,
1933,2018,,Diesel,Usados,Jeep,120 cv,35 000 km,SUV / TT,Manual,,,,
1934,2007,Classe 1,Diesel,Usados,Mercedes-Benz,235 cv,159 000 km,Sedan,Automática,,,Classe S,
1935,2016,Classe 1,Gasolina,Usados,Peugeot,82 cv,42 500 km,Citadino,Manual,,,,
1936,2016,,Gasolina,Usados,Smart,90 cv,43 600 km,Pequeno citadino,,Sim,,,
1937,2017,Classe 1,Diesel,Usados,Renault,110 cv,85 230 km,Carrinha,Manual,Sim,,,
1938,2017,,Diesel,Usados,BMW,116 cv,150 000 km,Monovolume,,,,Série 2,
1939,2009,,Diesel,Usados,Toyota,90 cv,120 000 km,Utilitário,Manual,,,,
1940,2012,,Diesel,Usados,BMW,163 cv,174 500 km,Sedan,Manual,,,Série 3,
1941,2016,,Diesel,Usados,BMW,190 cv,196 000 km,Sedan,Automática,,,Série 5,
1942,2014,Classe 1,Diesel,Usados,Maserati,275 cv,76 000 km,Sedan,Automática,,,,Importado
1943,2012,,Gasolina,Usados,MINI,184 cv,72 000 km,Cabrio,Manual,,,,
1944,1998,Classe 1,Diesel,Usados,Land Rover,120 cv,295 000 km,SUV / TT,Manual,,,,
1945,2017,,Diesel,Usados,Fiat,120 cv,24 500 km,SUV / TT,Manual,Sim,,,Nacional
1946,2017,,Diesel,Usados,BMW,116 cv,150 000 km,Monovolume,,,,Série 2,
1947,2019,Classe 1,Diesel,Usados,BMW,190 cv,59 000 km,Coupé,Automática,,,Série 6,Nacional
1948,2013,,Diesel,Usados,Audi,177 cv,92 000 km,Carrinha,Manual,,,,Nacional
1949,2016,Classe 1,Diesel,Usados,Volvo,150 cv,137 200 km,Utilitário,Automática,,,,Nacional
1950,2016,,Gasolina,Usados,Smart,90 cv,43 600 km,Pequeno citadino,,Sim,,,
1951,2016,Classe 1,Diesel,Usados,Renault,90 cv,102 000 km,Carrinha,Manual,,,,Nacional
1952,2017,,Diesel,Usados,Mercedes-Benz,150 cv,37 000 km,Carrinha,Automática,,,Classe C,Nacional
1953,2007,Classe 1,Diesel,Usados,BMW,177 cv,311 641 km,Carrinha,Automática,,,Série 3,
1954,2015,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,135 000 km,Carrinha,Manual,,,Classe C,
1955,2015,Classe 1,Diesel,Usados,Toyota,90 cv,150 000 km,Carrinha,Manual,,,,
1956,2009,,Gasolina,Usados,BMW,420 cv,80 000 km,Coupé,Manual,,,Série 3,
1957,2014,Classe 1,Diesel,Usados,Peugeot,150 cv,131 000 km,Sedan,Automática,,,,Importado
1958,2012,,Diesel,Usados,Mercedes-Benz,109 cv,55 000 km,Utilitário,Automática,Sim,,Classe B,Nacional
1959,2015,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,136 500 km,Carrinha,Manual,,,Classe C,
1960,2005,,Diesel,Usados,BMW,218 cv,219 000 km,SUV / TT,Automática,,,Série X,
1961,2016,Classe 1,Diesel,Usados,Renault,90 cv,102 000 km,Carrinha,Manual,,,,Nacional
1962,2018,,Gasolina,Usados,Smart,90 cv,10 000 km,Cabrio,Manual,Sim,27-VA-53,,Nacional
1963,2001,Classe 1,Diesel,Usados,Saab,125 cv,180 000 km,Coupé,Manual,,,,Nacional
1964,2000,Classe 2,Diesel,Usados,Land Rover,136 cv,277 000 km,SUV / TT,Manual,,,,Nacional
1965,2017,Classe 1,Diesel,Usados,MINI,85 cv,74 048 km,Carrinha,Automática,,30-SL-78,,Nacional
1966,2011,,Diesel,Usados,Alfa Romeo,85 cv,115 000 km,Utilitário,,,,,
1967,2018,,Gasolina,Usados,Smart,90 cv,10 000 km,Cabrio,Manual,Sim,27-VA-53,,Nacional
1968,2015,Classe 1,Eléctrico,Usados,Nissan,109 cv,20 400 km,Utilitário,Automática,,,,
1969,2008,Classe 1,Diesel,Usados,Renault,85 cv,147 000 km,Citadino,Manual,,,,
1970,2017,,Híbrido (Gasolina),Usados,BMW,252 cv,79 904 km,Sedan,Automática,,,série-5,
1971,2010,,Diesel,Usados,BMW,204 cv,240 000 km,Carrinha,,,,Série 5,
1972,2015,Classe 1,Diesel,Usados,Mercedes-Benz,136 cv,133 654 km,Carrinha,Automática,Sim,,Classe CLA,
1973,2016,Classe 1,Diesel,Usados,Mercedes-Benz,177 cv,113 011 km,Carrinha,Automática,,00-00-00,Classe CLA,
1974,2015,Classe 1,Diesel,Usados,Peugeot,120 cv,186 500 km,Carrinha,Automática,Sim,,,Importado
1975,2010,Classe 1,Diesel,Usados,Opel,125 cv,121 000 km,Utilitário,Manual,,,,
1976,2017,,Diesel,Usados,Fiat,120 cv,24 500 km,SUV / TT,Manual,Sim,,,Nacional
1977,2011,Classe 1,Diesel,Usados,Renault,90 cv,225 000 km,Citadino,Manual,,,,
1978,2017,Classe 1,Diesel,Usados,Renault,110 cv,85 230 km,Carrinha,Manual,Sim,,,
1979,2010,Classe 1,Gasolina,Usados,Honda,90 cv,132 000 km,Citadino,Manual,,,,Nacional
1980,2018,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,34 000 km,SUV / TT,Automática,,,Classe GLC,
1981,1990,,Gasolina,Usados,Nissan,175 cv,210 km,Coupé,,,,,
1982,2003,Classe 1,Gasolina,Usados,Audi,102 cv,225 000 km,Utilitário,Manual,Sim,75-07-VJ,,Nacional
1983,2014,Classe 1,Diesel,Usados,Peugeot,92 cv,196 070 km,Carrinha,Manual,Sim,,,Nacional
1984,2006,Classe 1,Diesel,Usados,Mazda,110 cv,231 423 km,Utilitário,Manual,,,,Nacional
1985,2012,,Diesel,Usados,Porsche,250 cv,157 000 km,Sedan,,,,,
1986,2009,Classe 1,Diesel,Usados,BMW,245 cv,309 000 km,Sedan,Automática,,,Série 5,Nacional
1987,2014,Classe 1,Diesel,Usados,Peugeot,92 cv,196 070 km,Carrinha,Manual,Sim,,,Nacional
1988,2000,Classe 2,Diesel,Usados,Land Rover,136 cv,277 000 km,SUV / TT,Manual,,,,Nacional
1989,2018,Classe 1,Gasolina,Usados,BMW,450 cv,18 000 km,Cabrio,Automática,,,Série 4,Nacional
1990,2015,,Diesel,Usados,Peugeot,110 cv,150 000 km,Citadino,Manual,Sim,,,
1991,2015,Classe 1,Diesel,Usados,Peugeot,120 cv,95 000 km,Carrinha,Manual,Sim,,,
1992,2015,Classe 1,Diesel,Usados,Toyota,90 cv,150 000 km,Carrinha,Manual,,,,
1993,2014,,Diesel,Usados,Jeep,1 500 cv,109 000 km,SUV / TT,Automática,,,,
1994,2017,Classe 1,Gasolina,Usados,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
1995,2014,,Diesel,Usados,Volvo,115 cv,146 230 km,Carrinha,Manual,Sim,,,
1996,2008,,Diesel,Usados,Opel,150 cv,277 000 km,Carrinha,Manual,,,,
1997,2017,Classe 1,Gasolina,Usados,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
1998,2019,Classe 1,Gasolina,Usados,Fiat,69 cv,9 200 km,Pequeno citadino,Manual,,45-XF-09,,Nacional
1999,2011,,Diesel,Usados,MINI,110 cv,120 000 km,Citadino,Manual,,,,
2000,2016,Classe 1,Gasolina,Usados,Peugeot,82 cv,42 500 km,Citadino,Manual,,,,
2001,2018,,Diesel,Usados,BMW,400 cv,16 000 km,SUV / TT,Automática,,,Série X,
2002,2013,,Diesel,Usados,Renault,90 cv,159 000 km,Carrinha,Manual,,,,
2003,2008,Classe 1,Diesel,Usados,Renault,85 cv,147 000 km,Citadino,Manual,,,,
2004,2016,,Híbrido (Gasolina),Usados,Toyota,198 cv,62 000 km,SUV / TT,Automática,,,,Nacional
2005,2019,Classe 1,Gasolina,Usados,Fiat,69 cv,9 200 km,Pequeno citadino,Manual,,45-XF-09,,Nacional
2006,2016,Classe 1,Diesel,Usados,Mercedes-Benz,177 cv,113 011 km,Carrinha,Automática,,00-00-00,Classe CLA,
2007,2018,,Diesel,Usados,Fiat,125 cv,24 500 km,Monovolume,Manual,,,,Nacional
2008,2006,Classe 1,Gasolina,Usados,BMW,507 cv,75 000 km,Cabrio,Automática,,,Série 6,Nacional
2009,1989,Classe 1,Gasolina,Usados,BMW,260 cv,96 500 km,Coupé,Manual,Sim,98-79-QE,serie-m,Importado
2010,2008,Classe 1,Diesel,Usados,Smart,45 cv,123 500 km,Cabrio,Semi-automática,,,,Importado
2011,2006,Classe 1,Diesel,Usados,Peugeot,109 cv,198 789 km,Carrinha,Manual,,,,Nacional
2012,2016,Classe 1,Diesel,Usados,VW,150 cv,125 500 km,Monovolume,Manual,,02-SH-88,,Nacional
2013,2007,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,212 000 km,Monovolume,Automática,,,Classe A,Importado
2014,2013,Classe 1,Diesel,Usados,VW,140 cv,170 000 km,Carrinha,Manual,,00-SC-00,,
2015,2019,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,18 000 km,Sedan,Automática,Sim,94-XR-48,Classe CLA,Nacional
2016,2015,Classe 1,Diesel,Usados,Audi,150 cv,53 000 km,Sedan,Manual,Sim,xx-QO-XX,,Nacional
2017,2006,Classe 1,Diesel,Usados,BMW,163 cv,331 000 km,Carrinha,Manual,,,Série 3,Importado
2018,2016,Classe 1,Gasolina,Usados,Mitsubishi,80 cv,44 850 km,Citadino,Manual,,,,Nacional
2019,2005,Classe 1,Diesel,Usados,BMW,231 cv,279 000 km,Sedan,Automática,,,Série 5,Nacional
2020,2014,,Gasolina,Usados,Mercedes-Benz,156 cv,129 000 km,Sedan,,,,Classe C,
2021,2017,,Híbrido (Gasolina),Usados,BMW,224 cv,52 000 km,Monovolume,Automática,,,Série 2,
2022,2019,,Diesel,Usados,Mercedes-Benz,136 cv,12 000 km,Carrinha,Automática,Sim,24-XB-05,Classe CLA,
2023,2004,Classe 1,GPL,Usados,Mercedes-Benz,163 cv,269 342 km,Coupé,Automática,Sim,,Classe CLK,
2024,2006,Classe 1,Diesel,Usados,Peugeot,109 cv,198 789 km,Carrinha,Manual,,,,Nacional
2025,2014,Classe 1,Híbrido (Diesel),Usados,Volvo,285 cv,157 000 km,Carrinha,Automática,,,,Importado
2026,2001,,Diesel,Usados,Chrysler,105 cv,261 000 km,Monovolume,,,,,
2027,2006,Classe 1,Diesel,Usados,Audi,170 cv,247 000 km,Utilitário,Automática,,,,Nacional
2028,2014,Classe 1,Gasolina,Usados,Fiat,69 cv,47 721 km,Cabrio,Manual,,33-ZH-58,,
2029,2018,Classe 1,Gasolina,Usados,Fiat,69 cv,49 622 km,Pequeno citadino,Manual,,,,Nacional
2030,2008,Classe 1,Diesel,Usados,Ford,110 cv,217 000 km,Carrinha,Manual,,,,
2031,2011,,Diesel,Usados,SEAT,75 cv,160 000 km,Carrinha,,,,,
2032,2011,,Diesel,Usados,Audi,143 cv,115 394 km,Carrinha,Automática,Sim,,,
2033,2017,Classe 2,Diesel,Usados,Ford,136 cv,114 000 km,Carrinha,Manual,Sim,,,Nacional
2034,2016,,Híbrido (Gasolina),Usados,BMW,313 cv,70 000 km,SUV / TT,Automática,Sim,,Série X,
2035,2016,Classe 1,Gasolina,Usados,Mitsubishi,80 cv,44 850 km,Citadino,Manual,,,,Nacional
2036,2015,Classe 1,Diesel,Usados,Renault,75 cv,134 000 km,Citadino,Manual,,,,Importado
2037,2002,Classe 1,Gasolina,Usados,Opel,75 cv,166 000 km,Citadino,Manual,,,,Nacional
2038,2000,,Gasolina,Usados,Porsche,320 cv,180 000 km,Coupé,,,,911 (Todos),
2039,2011,Classe 1,Diesel,Usados,Renault,85 cv,274 000 km,Citadino,Manual,,,,Nacional
2040,2007,Classe 1,Diesel,Usados,Kia,140 cv,164 000 km,SUV / TT,Manual,,,,Nacional
2041,2015,Classe 1,Diesel,Usados,BMW,116 cv,36 236 km,Utilitário,Automática,Sim,,Série 1,
2042,2017,Classe 1,Diesel,Usados,BMW,116 cv,52 280 km,Citadino,Manual,,99-TC-98,Série 1,Nacional
2043,2010,Classe 1,Gasolina,Usados,Nissan,115 cv,209 000 km,SUV / TT,Manual,,,,Nacional
2044,2015,,Diesel,Usados,Audi,110 cv,109 000 km,Utilitário,,Sim,,,
2045,2000,Classe 1,Diesel,Usados,Citroën,50 cv,320 000 km,Citadino,Manual,,,,
2046,2008,Classe 1,Diesel,Usados,BMW,143 cv,280 000 km,Coupé,Manual,,,Série 1,Importado
2047,2015,Classe 1,Diesel,Usados,Peugeot,120 cv,162 000 km,Carrinha,Manual,Sim,82-VU-39,,
2048,2018,Classe 1,Gasolina,Usados,Fiat,69 cv,49 622 km,Pequeno citadino,Manual,,,,Nacional
2049,2007,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,212 000 km,Monovolume,Automática,,,Classe A,Importado
2050,2016,Classe 1,Gasolina,Usados,Mercedes-Benz,250 cv,26 000 km,Sedan,Manual,Sim,,Classe CLA,
2051,2015,,Diesel,Usados,Nissan,110 cv,81 000 km,SUV / TT,,,,,
2052,2018,Classe 1,Híbrido (Gasolina),Usados,Toyota,101 cv,47 900 km,Citadino,Automática,,95-UT-20,,Nacional
2053,2012,Classe 1,Diesel,Usados,Audi,177 cv,200 000 km,Carrinha,Automática,Sim,,,
2054,2009,Classe 1,Gasolina,Usados,Audi,211 cv,34 836 km,Cabrio,Automática,,,,Nacional
2055,2017,,Diesel,Usados,Renault,110 cv,92 000 km,Carrinha,Automática,,,,
2056,2012,,Gasolina,Usados,Toyota,68 cv,35 867 km,Pequeno citadino,,Sim,,,
2057,2009,Classe 1,Gasolina,Usados,SEAT,102 cv,140 000 km,Sedan,Manual,Sim,,,
2058,2012,Classe 1,Diesel,Usados,Opel,130 cv,105 500 km,Sedan,Manual,,,,Nacional
2059,2008,,Diesel,Usados,BMW,177 cv,119 000 km,Sedan,Manual,,23-GB-58,Série 5,Nacional
2060,2003,,Diesel,Usados,SEAT,75 cv,259 000 km,Citadino,,,,,
2061,2004,,Gasolina,Usados,Mazda,192 cv,123 350 km,Coupé,Manual,,,,
2062,2016,Classe 1,Diesel,Usados,Opel,110 cv,57 670 km,Carrinha,Manual,Sim,,,Nacional
2063,2007,Classe 1,Diesel,Usados,Skoda,140 cv,270 000 km,Carrinha,Manual,,,,Nacional
2064,2018,,Híbrido (Gasolina),Usados,Toyota,122 cv,35 000 km,Sedan,Automática,,75-VG-25,,Nacional
2065,2012,Classe 1,Diesel,Usados,Renault,95 cv,88 089 km,Citadino,Manual,,,,
2066,2010,,Diesel,Usados,Opel,95 cv,184 413 km,Citadino,,Sim,,,
2067,2013,Classe 1,Gasolina,Usados,Fiat,70 cv,57 400 km,Citadino,Manual,,,,
2068,1975,,Gasolina,Usados,BMW,85 cv,13 000 km,Coupé,,,,,
2069,2014,Classe 1,Diesel,Usados,Toyota,90 cv,119 500 km,Carrinha,Manual,,,,Nacional
2070,2009,,Diesel,Usados,Mazda,140 cv,317 000 km,Sedan,Automática,Sim,,,
2071,2017,,Diesel,Usados,Renault,110 cv,92 000 km,Carrinha,Automática,,,,
2072,1990,Classe 1,Gasolina,Usados,Opel,70 cv,96 000 km,Citadino,Manual,Sim,,,
2073,2019,Classe 1,Híbrido (Gasolina),Usados,Toyota,180 cv,400 km,SUV / TT,Automática,,,,Nacional
2074,2017,Classe 1,Diesel,Usados,Peugeot,115 cv,70 000 km,Monovolume,Manual,,,,Nacional
2075,2009,Classe 1,Gasolina,Usados,Audi,211 cv,34 836 km,Cabrio,Automática,,,,Nacional
2076,2014,Classe 1,Diesel,Usados,BMW,143 cv,130 000 km,Carrinha,Automática,Sim,,Série 3,Nacional
2077,2015,Classe 1,Diesel,Usados,Nissan,130 cv,170 000 km,SUV / TT,Automática,,,,
2078,2004,Classe 1,Gasolina,Usados,VW,75 cv,148 000 km,Utilitário,Manual,,,,Nacional
2079,2012,,Diesel,Usados,Mercedes-Benz,204 cv,126 000 km,Coupé,Automática,,,Classe E,
2080,2011,Classe 1,Diesel,Usados,BMW,184 cv,150 000 km,SUV / TT,Automática,,,Série X,Nacional
2081,2012,,Gasolina,Usados,Toyota,68 cv,35 867 km,Pequeno citadino,,Sim,,,
2082,2011,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,191 000 km,Carrinha,Automática,,,Classe E,Nacional
2083,2007,,Diesel,Usados,Mazda,105 cv,187 517 km,Carrinha,,,,,
2084,2017,Classe 1,Diesel,Usados,Mercedes-Benz,286 cv,33 000 km,Sedan,Automática,,,Classe S,
2085,2012,Classe 1,Diesel,Usados,BMW,284 cv,230 000 km,Carrinha,Automática,,,Série 5,
2086,2018,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,25 700 km,Utilitário,Automática,Sim,86-VS-66,Classe A,Nacional
2087,2017,Classe 1,Diesel,Usados,Audi,190 cv,70 000 km,SUV / TT,Automática,,07-SX-21,,Nacional
2088,2015,,Híbrido (Gasolina),Usados,Audi,150 cv,126 000 km,Utilitário,Automática,Sim,,,
2089,2017,Classe 1,Gasolina,Usados,Opel,75 cv,68 132 km,Citadino,Manual,,,,Nacional
2090,2017,Classe 1,Gasolina,Usados,Opel,75 cv,68 132 km,Citadino,Manual,,,,Nacional
2091,2019,Classe 1,Diesel,Usados,Peugeot,180 cv,17 960 km,Monovolume,Automática,,,,Nacional
2092,2018,,Diesel,Usados,BMW,190 cv,18 773 km,Utilitário,Automática,Sim,,Série 1,
2093,2013,,Diesel,Usados,Renault,90 cv,153 000 km,Citadino,Manual,,,,
2094,2017,,Diesel,Usados,SEAT,115 cv,69 000 km,Citadino,Manual,,09-ZJ-69,,Importado
2095,2008,,Diesel,Usados,Smart,45 cv,115 000 km,Pequeno citadino,Automática,Sim,,,Importado
2096,2011,,Diesel,Usados,BMW,165 cv,220 000 km,Carrinha,Manual,,55-MM-52,Série 3,Nacional
2097,2007,Classe 1,Diesel,Usados,BMW,204 cv,215 000 km,Utilitário,Manual,Sim,,Série 1,
2098,2009,,Diesel,Usados,Audi,170 cv,130 000 km,Sedan,,Sim,,,
2099,2004,Classe 1,Gasolina,Usados,BMW,228 cv,74 000 km,Cabrio,Automática,,,Série Z,Nacional
2100,2013,Classe 1,Diesel,Usados,Hyundai,75 cv,87 000 km,Citadino,Manual,Sim,,,Nacional
2101,2017,,Diesel,Usados,SEAT,115 cv,69 000 km,Citadino,Manual,,09-ZJ-69,,Importado
2102,2015,Classe 1,Híbrido (Gasolina),Usados,Audi,204 cv,149 000 km,Citadino,Automática,,,,
2103,2007,Classe 1,Diesel,Usados,Renault,150 cv,198 587 km,Sedan,Manual,,,,Nacional
2104,2019,Classe 1,Diesel,Usados,Renault,90 cv,17 000 km,Carrinha,Manual,,,,Nacional
2105,2012,Classe 1,Diesel,Usados,BMW,184 cv,122 400 km,Carrinha,Automática,,,Série 5,
2106,2016,,Diesel,Usados,Peugeot,120 cv,90 000 km,Carrinha,Manual,,,,
2107,2017,,Diesel,Usados,Volvo,120 cv,30 000 km,Utilitário,,,78-TS-96,,Nacional
2108,2002,,Diesel,Usados,Audi,180 cv,173 000 km,Carrinha,Automática,,,,
2109,2011,,Diesel,Usados,BMW,143 cv,195 000 km,Coupé,,,,Série 1,
2110,2009,,Diesel,Usados,Renault,110 cv,135 000 km,Utilitário,,,,,
2111,2014,Classe 1,Diesel,Usados,Mercedes-Benz,177 cv,44 000 km,Utilitário,Automática,,86-OZ-02,Classe A,Nacional
2112,2000,Classe 2,Diesel,Usados,Land Rover,125 cv,193 000 km,SUV / TT,Manual,Sim,,,Nacional
2113,2017,Classe 1,Gasolina,Usados,Mercedes-Benz,184 cv,33 000 km,Coupé,Automática,,,Classe C,
2114,2006,,GPL,Usados,Hummer,323 cv,89 000 km,SUV / TT,,Sim,,,
2115,2017,Classe 1,Diesel,Usados,BMW,190 cv,67 000 km,Carrinha,Automática,,,Série 3,
2116,2016,,Diesel,Usados,BMW,116 cv,52 000 km,Sedan,,Sim,,Série 1,
2117,2017,Classe 1,Diesel,Usados,Renault,110 cv,52 000 km,Carrinha,Manual,,,,
2118,2017,Classe 1,Diesel,Usados,Renault,110 cv,58 000 km,Carrinha,Manual,Sim,00-UX-00,,Importado
2119,2016,,Diesel,Usados,Citroën,120 cv,72 000 km,Monovolume,Automática,Sim,,,
2120,2001,,Diesel,Usados,Jeep,140 cv,218 000 km,SUV / TT,,,,,
2121,2013,Classe 1,Diesel,Usados,BMW,184 cv,76 000 km,Sedan,Automática,Sim,98-XA-19,Série 3,Importado
2122,2004,Classe 1,Diesel,Usados,VW,130 cv,270 000 km,Sedan,Manual,,,,Nacional
2123,2014,Classe 1,Diesel,Usados,Kia,128 cv,99 000 km,Carrinha,Manual,,,,Nacional
2124,2014,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,94 000 km,Sedan,Automática,,,Classe C,Nacional
2125,2001,,Diesel,Usados,Hyundai,110 cv,260 000 km,SUV / TT,,,,,
2126,2016,,Diesel,Usados,Citroën,120 cv,72 000 km,Monovolume,Automática,Sim,,,
2127,2019,Classe 1,Diesel,Usados,Renault,90 cv,17 000 km,Carrinha,Manual,,,,Nacional
2128,2009,,Diesel,Usados,BMW,143 cv,178 000 km,Cabrio,Manual,,,Série 1,Nacional
2129,2017,,Diesel,Usados,Volvo,120 cv,30 000 km,Utilitário,,,78-TS-96,,Nacional
2130,2016,Classe 1,Diesel,Usados,BMW,190 cv,48 000 km,Sedan,Automática,,,Série 4,
2131,2019,Classe 1,Gasolina,Usados,Mitsubishi,80 cv,19 518 km,Citadino,Manual,,,,Nacional
2132,2010,Classe 1,Diesel,Usados,Mazda,112 cv,200 000 km,Sedan,Manual,,,,Nacional
2133,2017,Classe 1,Diesel,Usados,Renault,130 cv,65 000 km,Carrinha,Manual,Sim,44-TE-92,,Nacional
2134,2013,Classe 1,Diesel,Usados,BMW,143 cv,107 047 km,Sedan,Automática,,,Série 3,
2135,2007,Classe 1,Diesel,Usados,VW,140 cv,281 350 km,Carrinha,Manual,,,,
2136,2007,Classe 1,Diesel,Usados,Smart,45 cv,140 000 km,Pequeno citadino,Automática,,,,
2137,2015,Classe 1,Diesel,Usados,Ford,140 cv,64 251 km,Monovolume,Manual,,,,Nacional
2138,2015,Classe 1,Gasolina,Usados,Toyota,69 cv,55 200 km,Citadino,Manual,,,,
2139,2012,Classe 1,Diesel,Usados,Opel,130 cv,147 000 km,Carrinha,Manual,,,,Importado
2140,2012,Classe 1,Diesel,Usados,Opel,125 cv,136 000 km,Carrinha,,,,,
2141,2012,Classe 1,Diesel,Usados,Audi,143 cv,140 000 km,SUV / TT,Manual,Sim,,,
2142,2009,Classe 1,Diesel,Usados,MINI,110 cv,203 000 km,Utilitário,Manual,,,,Nacional
2143,2009,,Diesel,Usados,Chatenet,5 cv,6 200 km,Pequeno citadino,Automática,,,,
2144,2012,,Diesel,Usados,Renault,110 cv,174 000 km,Utilitário,,,,,Nacional
2145,2005,,Diesel,Usados,Opel,125 cv,250 km,Citadino,,,,,
2146,2011,,Diesel,Usados,Audi,240 cv,297 500 km,Sedan,,,,,
2147,2015,Classe 1,Diesel,Usados,Ford,140 cv,64 251 km,Monovolume,Manual,,,,Nacional
2148,2016,Classe 1,Gasolina,Usados,Ford,100 cv,31 979 km,Citadino,Automática,,,,Nacional
2149,2019,Classe 1,Diesel,Usados,Renault,85 cv,9 000 km,Citadino,Manual,,,,Nacional
2150,2018,Classe 1,Diesel,Usados,Renault,130 cv,40 000 km,Sedan,Manual,Sim,,,Nacional
2151,2017,,Diesel,Usados,Peugeot,100 cv,106 071 km,Carrinha,Manual,,47-TN-38,,Nacional
2152,2019,Classe 1,Diesel,Usados,Renault,85 cv,9 000 km,Citadino,Manual,,,,Nacional
2153,2014,Classe 1,Diesel,Usados,Audi,90 cv,81 000 km,Citadino,Manual,,,,Nacional
2154,2006,Classe 1,Diesel,Usados,VW,150 cv,199 000 km,Monovolume,,,,,
2155,1983,,Gasolina,Usados,Mercedes-Benz,180 cv,242 000 km,Cabrio,,,,Classe SL,
2156,2011,,Diesel,Usados,BMW,184 cv,158 000 km,Sedan,,,,Série 5,
2157,2010,Classe 1,Gasolina,Usados,VW,160 cv,174 000 km,Coupé,Manual,,,,
2158,2016,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,84 234 km,SUV / TT,Manual,Sim,,Classe GLA,
2159,2007,Classe 1,Diesel,Usados,Opel,90 cv,209 000 km,Coupé,Manual,,,,Nacional
2160,2009,,Diesel,Usados,Audi,170 cv,130 000 km,Sedan,,Sim,,,
2161,2004,Classe 1,Diesel,Usados,VW,130 cv,270 000 km,Sedan,Manual,,,,Nacional
2162,2014,,Diesel,Usados,BMW,116 cv,94 728 km,Citadino,,,,Série 1,
2163,2018,,Diesel,Usados,Honda,125 cv,41 000 km,Utilitário,Manual,Sim,,,
2164,1970,,Gasolina,Usados,Saab,65 cv,165 532 km,Coupé,Manual,,,,
2165,2019,Classe 1,Gasolina,Usados,Mitsubishi,80 cv,19 518 km,Citadino,Manual,,,,Nacional
2166,2002,,Diesel,Usados,Mercedes-Benz,116 cv,188 000 km,Sedan,,,,Classe C,
2167,2009,Classe 1,Gasolina,Usados,MINI,95 cv,130 000 km,Citadino,Manual,,..-zn-..,,Importado
2168,2012,Classe 1,Diesel,Usados,Peugeot,115 cv,247 000 km,Citadino,Manual,,,,Nacional
2169,2002,,Diesel,Usados,Mercedes-Benz,116 cv,188 000 km,Sedan,,,,Classe C,
2170,2006,Classe 1,Diesel,Usados,Mercedes-Benz,235 cv,146 950 km,Sedan,Automática,Sim,,Classe S,Nacional
2171,2015,,Diesel,Usados,Ford,120 cv,142 609 km,Carrinha,,,19-QH-88,,Nacional
2172,2008,,Diesel,Usados,Toyota,126 cv,290 000 km,Sedan,,,,,
2173,2014,Classe 1,Diesel,Usados,Skoda,110 cv,127 000 km,SUV / TT,Manual,Sim,,,
2174,1987,,Gasolina,Usados,Lancia,115 cv,101 000 km,Sedan,,,,,
2175,2017,Classe 1,Diesel,Usados,Renault,90 cv,58 183 km,Citadino,Manual,,,,
2176,2019,Classe 1,Gasolina,Usados,SEAT,150 cv,1 545 km,Citadino,Manual,Sim,,,Nacional
2177,2003,,Gasolina,Usados,BMW,196 cv,218 000 km,Coupé,Manual,,,Série 3,Nacional
2178,2013,Classe 1,Diesel,Usados,Opel,163 cv,94 000 km,Carrinha,Manual,,,,
2179,2012,,Diesel,Usados,Citroën,70 cv,124 000 km,Utilitário,,,,,
2180,2009,,Diesel,Usados,Audi,177 cv,151 000 km,Coupé,Manual,,,,Nacional
2181,2011,Classe 1,Gasolina,Usados,Audi,122 cv,48 925 km,Citadino,Automática,,,,Nacional
2182,2008,Classe 1,Diesel,Usados,Mazda,140 cv,114 000 km,Sedan,Manual,,74-GX-06,,Nacional
2183,2007,,Diesel,Usados,BMW,160 cv,160 000 km,Carrinha,Automática,,,Série 5,
2184,2019,Classe 1,Gasolina,Usados,Fiat,120 cv,4 km,SUV / TT,Manual,,,,
2185,2017,,Diesel,Usados,Renault,90 cv,54 663 km,Carrinha,Manual,,71-TE-72,,Nacional
2186,2014,Classe 1,Diesel,Usados,Peugeot,92 cv,196 070 km,Carrinha,Manual,Sim,,,Nacional
2187,2019,Classe 1,Gasolina,Usados,Fiat,120 cv,4 km,SUV / TT,Manual,,,,
2188,2016,Classe 1,Diesel,Usados,Mazda,105 cv,51 000 km,SUV / TT,Manual,Sim,,,Nacional
2189,2016,,Híbrido (Gasolina),Usados,Porsche,416 cv,86 000 km,SUV / TT,Automática,,,,Nacional
2190,2014,Classe 1,Diesel,Usados,Peugeot,92 cv,196 070 km,Carrinha,Manual,Sim,,,Nacional
