,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
964,2006,,Gasolina,Usados,8074038035,Alfa Romeo,120 cv,163 000 km,Utilitário,,,,,Nacional
965,1998,,Diesel,Usados,8070266962,Land Rover,134 cv,254 080 km,SUV / TT,,,,,
966,2008,Classe 1,Gasolina,Usados,8074745798,Mazda,75 cv,74 600 km,Citadino,Manual,,,,Nacional
967,2017,Classe 1,Eléctrico,Usados,8071736238,Renault,92 cv,56 000 km,Pequeno citadino,Automática,,,,Importado
968,2015,Classe 1,Híbrido (Diesel),Usados,8034295648,Mercedes-Benz,231 cv,160 000 km,Carrinha,Automática,,,Classe C,
969,2008,Classe 1,Diesel,Usados,8041367007,Audi,180 cv,225 000 km,Carrinha,Automática,Sim,,,Nacional
970,2014,Classe 1,Gasolina,Usados,8057369239,Renault,90 cv,141 000 km,Citadino,Manual,,,,Importado
971,2019,,Híbrido (Gasolina),Usados,8074920872,BMW,292 cv,3 500 km,Sedan,,,,Série 3,
972,2015,Classe 1,Diesel,Usados,8068693858,Mercedes-Benz,136 cv,96 196 km,Carrinha,Automática,Sim,,Classe C,
973,2001,Classe 1,Gasolina,Usados,8070650379,Fiat,60 cv,170 000 km,Citadino,Manual,,,,
974,2014,Classe 1,Diesel,Usados,8072929673,SEAT,105 cv,113 000 km,Citadino,Manual,,,,
975,2003,,Gasolina,Usados,8074777718,SEAT,90 cv,150 000 km,Utilitário,,,,,
976,2016,Classe 1,Diesel,Usados,8070742424,Audi,150 cv,69 600 km,Sedan,Automática,Sim,03-RI-58,,Nacional
977,2015,,Diesel,Usados,8075697555,BMW,190 cv,60 000 km,Utilitário,Manual,,,Série 1,Nacional
978,2017,,Gasolina,Usados,8065445241,Renault,90 cv,20 365 km,Carrinha,Manual,,63-TF-01,,Nacional
979,2018,Classe 1,Gasolina,Usados,8074299849,Renault,90 cv,36 100 km,Citadino,Manual,Sim,,,Nacional
980,2012,,Gasolina,Usados,8073099662,Toyota,68 cv,35 867 km,Pequeno citadino,,Sim,,,
981,2007,,Diesel,Usados,8072496200,Land Rover,272 cv,193 000 km,SUV / TT,Automática,,47-EP-07,,Nacional
982,2015,Classe 1,Diesel,Usados,8064523527,Mercedes-Benz,136 cv,94 100 km,Sedan,Manual,Sim,79-QF-88,Classe CLA,Nacional
983,2017,Classe 1,Eléctrico,Usados,8072483803,Tesla,350 cv,55 000 km,Sedan,Automática,,TU,,Nacional
984,2015,,Diesel,Usados,8061712634,Audi,110 cv,69 500 km,Sedan,Manual,Sim,,,Nacional
985,2016,Classe 1,Diesel,Usados,8072705966,Renault,110 cv,74 400 km,Carrinha,Manual,Sim,55-SE-97,,Nacional
986,2015,Classe 1,Diesel,Usados,8071546577,VW,150 cv,82 600 km,Utilitário,Manual,Sim,94-QJ-06,,Nacional
987,2015,,Híbrido (Gasolina),Usados,8068976817,VW,204 cv,95 000 km,Utilitário,Automática,,,,
988,2014,Classe 1,Diesel,Usados,8072929673,SEAT,105 cv,113 000 km,Citadino,Manual,,,,
989,2012,Classe 1,Diesel,Usados,8072289523,BMW,163 cv,170 000 km,Sedan,Automática,,,Série 3,Nacional
990,2014,,Diesel,Usados,8035871852,VW,140 cv,111 100 km,Monovolume,Manual,Sim,,,Nacional
991,2014,,Diesel,Usados,8051250691,Peugeot,150 cv,97 700 km,Sedan,Manual,Sim,,,Nacional
992,2017,,Gasolina,Usados,8068409026,Renault,90 cv,33 235 km,Citadino,Manual,,51-TG-69,,Nacional
993,2008,Classe 2,Diesel,Usados,8066199943,BMW,286 cv,225 000 km,SUV / TT,Automática,,31-FV-91,Série X,Nacional
994,2017,,Diesel,Usados,8070669405,Renault,110 cv,49 000 km,Carrinha,Automática,Sim,,,
995,2015,,Diesel,Usados,8053966644,VW,150 cv,80 700 km,Carrinha,Manual,Sim,,,Nacional
996,2014,Classe 1,Diesel,Usados,8073520377,Audi,177 cv,129 500 km,Carrinha,Automática,Sim,27-ON-12,,Nacional
997,2015,,Diesel,Usados,8059400912,Audi,90 cv,123 000 km,Citadino,Manual,Sim,38-ZC-53,,
998,2011,Classe 1,Diesel,Usados,8074033520,VW,140 cv,149 000 km,Carrinha,Manual,,,,Nacional
999,2010,Classe 1,Diesel,Usados,8069308083,BMW,177 cv,160 000 km,Sedan,Manual,Sim,,Série 3,
1000,2018,Classe 1,Diesel,Usados,8073868136,Opel,95 cv,21 400 km,Citadino,Manual,Sim,98-VL-62,,Nacional
1001,2012,,Gasolina,Usados,8073099662,Toyota,68 cv,35 867 km,Pequeno citadino,,Sim,,,
1002,2013,Classe 1,Diesel,Usados,8069031462,SEAT,80 cv,89 000 km,Citadino,Manual,,,,
1003,2000,,Diesel,Usados,8074813922,Smart,40 cv,202 800 km,Pequeno citadino,,,,,
1004,2015,,Diesel,Usados,8075697555,BMW,190 cv,60 000 km,Utilitário,Manual,,,Série 1,Nacional
1005,2015,,Diesel,Usados,8059400912,Audi,90 cv,123 000 km,Citadino,Manual,Sim,38-ZC-53,,
1006,2018,,Diesel,Usados,8069751624,Renault,110 cv,52 000 km,SUV / TT,Manual,Sim,,,
1007,2016,Classe 1,Diesel,Usados,8072544233,BMW,150 cv,72 400 km,Carrinha,Manual,Sim,96-RU-79,Série 3,Nacional
1008,2007,,Diesel,Usados,8068792312,Audi,170 cv,201 100 km,Carrinha,Manual,,,,
1009,2015,,Diesel,Usados,8072802676,Renault,110 cv,88 000 km,Monovolume,Automática,,,,
1010,2012,Classe 1,Diesel,Usados,8073511321,Citroën,92 cv,93 000 km,Citadino,Manual,,,,
1011,2015,,Diesel,Usados,8066218094,BMW,190 cv,72 000 km,Coupé,,Sim,,Série 4,
1012,2016,,Diesel,Usados,8075197652,Renault,130 cv,125 650 km,Monovolume,Manual,Sim,,,Importado
1013,2010,,Diesel,Usados,8075626366,Volvo,110 cv,100 000 km,Carrinha,,,,,
1014,2015,,Diesel,Usados,8073962711,Mercedes-Benz,136 cv,164 000 km,Carrinha,Automática,,,Classe C,Importado
1015,2008,Classe 1,Diesel,Usados,8072372822,Citroën,109 cv,219 000 km,Sedan,Manual,Sim,,,Nacional
1016,2015,Classe 1,Diesel,Usados,8072951516,VW,120 cv,93 000 km,Carrinha,Manual,,,,Nacional
1017,2006,Classe 1,Gasolina,Usados,8064657094,Mazda,128 cv,62 000 km,Cabrio,Manual,,,,
1018,2015,,Diesel,Usados,8071716736,Mercedes-Benz,90 cv,75 000 km,Citadino,Automática,,,Classe A,
1019,2015,Classe 1,Diesel,Usados,8073987708,Renault,110 cv,69 000 km,Carrinha,Manual,,,,Importado
1020,2003,Classe 1,Gasolina,Usados,8075318789,Mercedes-Benz,163 cv,149 000 km,Cabrio,Manual,,,Classe CLK,
1021,2003,Classe 1,Diesel,Usados,8073398004,BMW,218 cv,200 000 km,Sedan,Automática,,--XS,Série 5,Importado
1022,2010,Classe 1,Diesel,Usados,8075197713,Audi,170 cv,198 200 km,SUV / TT,Manual,Sim,,,Nacional
1023,2017,Classe 1,Gasolina,Usados,8075197525,Nissan,80 cv,62 134 km,Citadino,Manual,Sim,,,Nacional
1024,2005,,Diesel,Usados,8074025183,BMW,163 cv,246 647 km,Carrinha,Automática,,,Série 3,Importado
1025,2012,Classe 1,Diesel,Usados,8070790677,Peugeot,200 cv,160 981 km,Carrinha,Automática,,,,Importado
1026,2008,Classe 1,Diesel,Usados,8075197025,Mitsubishi,136 cv,175 600 km,SUV / TT,Manual,,,,Nacional
1027,2015,Classe 1,Diesel,Usados,8059858911,Peugeot,120 cv,160 546 km,Carrinha,Manual,Sim,,,
1028,2011,Classe 1,Diesel,Usados,8073988794,Toyota,90 cv,119 000 km,Citadino,Manual,,,,Importado
1029,2014,Classe 1,Diesel,Usados,8062641814,Mercedes-Benz,109 cv,119 000 km,Utilitário,Manual,Sim,,Classe A,Importado
1030,2012,Classe 1,Diesel,Usados,8073840042,Toyota,177 cv,75 000 km,Sedan,Manual,Sim,,,Nacional
1031,2007,Classe 1,Diesel,Usados,8066274192,Suzuki,75 cv,174 400 km,Citadino,Manual,,00-00-00,,Nacional
1032,2014,Classe 1,Diesel,Usados,8070810508,VW,75 cv,181 000 km,Citadino,Manual,Sim,,,
1033,2015,Classe 1,Diesel,Usados,8059858911,Peugeot,120 cv,160 546 km,Carrinha,Manual,Sim,,,
1034,2017,Classe 1,Diesel,Usados,8075197188,DS,120 cv,55 675 km,Utilitário,Automática,Sim,,,Importado
1035,2007,Classe 1,Diesel,Usados,8074893965,Mercedes-Benz,170 cv,297 850 km,Carrinha,Automática,,,Classe E,
1036,2016,Classe 1,Diesel,Usados,8075197591,Volvo,120 cv,86 600 km,Utilitário,Manual,,,,Importado
1037,2009,Classe 1,Gasolina,Usados,8074285502,VW,150 cv,127 000 km,SUV / TT,Manual,,,,
1038,2015,Classe 1,Diesel,Usados,8075197293,Peugeot,200 cv,134 450 km,Carrinha,Automática,Sim,,,Importado
1039,2010,,Diesel,Usados,8075626366,Volvo,110 cv,100 000 km,Carrinha,,,,,
1040,2016,Classe 1,Diesel,Usados,8074778831,Mercedes-Benz,170 cv,50 000 km,Coupé,Manual,Sim,,Classe C,Importado
1041,2007,Classe 1,Diesel,Usados,8066274192,Suzuki,75 cv,174 400 km,Citadino,Manual,,00-00-00,,Nacional
1042,2018,Classe 1,Gasolina,Usados,8075197353,Fiat,69 cv,31 783 km,Pequeno citadino,Manual,Sim,,,Nacional
1043,2004,,Diesel,Usados,8073983302,Renault,80 cv,86 000 km,Monovolume,Manual,,,,Nacional
1044,2014,Classe 1,Diesel,Usados,8074893581,BMW,313 cv,120 000 km,Sedan,Semi-automática,,,Série 6,
1045,2015,,Diesel,Usados,8062020972,BMW,116 cv,10 000 km,Carrinha,Manual,,,Série 3,Nacional
1046,2018,Classe 1,Diesel,Usados,8075197253,Nissan,110 cv,40 779 km,SUV / TT,Manual,Sim,,,Nacional
1047,2016,,Diesel,Usados,8074893646,Peugeot,75 cv,49 500 km,Citadino,Manual,,,,
1048,2015,Classe 1,Diesel,Usados,8072951516,VW,120 cv,93 000 km,Carrinha,Manual,,,,Nacional
1049,2006,,Diesel,Usados,8074564139,Audi,170 cv,259 000 km,Utilitário,,,,,
1050,2017,Classe 1,Gasolina,Usados,8073985634,Citroën,68 cv,31 000 km,Citadino,Manual,,,,Importado
1051,2017,,Diesel,Usados,8075624652,Mercedes-Benz,110 cv,24 000 km,Citadino,,,,Classe A,
1052,2015,Classe 1,Diesel,Usados,8064856398,Citroën,120 cv,75 000 km,Utilitário,Manual,Sim,08-QJ-59,,Nacional
1053,2017,Classe 1,Diesel,Usados,8035881248,SEAT,90 cv,62 000 km,Citadino,Manual,Sim,66-SV-15,,Nacional
1054,2019,Classe 1,Diesel,Usados,8075629386,Nissan,115 cv,30 975 km,SUV / TT,Manual,,,,Nacional
1055,2003,,Gasolina,Usados,8074792232,Citroën,75 cv,113 000 km,Citadino,,,,,Nacional
1056,2006,Classe 1,Diesel,Usados,8075198291,Peugeot,90 cv,256 478 km,Utilitário,Manual,,,,Nacional
1057,2004,,Diesel,Usados,8074793596,Ford,110 cv,299 000 km,Monovolume,,,,,
1058,2017,Classe 1,Diesel,Usados,8074561034,Renault,110 cv,73 000 km,Carrinha,Automática,,29-ZS-75,,
1059,2015,Classe 1,Diesel,Usados,8075198025,Peugeot,120 cv,129 980 km,Carrinha,Manual,,,,Importado
1060,2009,Classe 1,Diesel,Usados,8074791126,Skoda,105 cv,152 900 km,Carrinha,Manual,Sim,,,
1061,2005,Classe 1,Diesel,Usados,8074791402,Audi,225 cv,217 000 km,Sedan,Automática,Sim,,,
1062,2004,Classe 2,Diesel,Usados,8074886990,Mazda,136 cv,337 000 km,Carrinha,Manual,,82-96-XV,,
1063,2006,Classe 1,Diesel,Usados,8071589881,Audi,140 cv,165 000 km,Carrinha,Manual,,04-BO-12,,Nacional
1064,2019,Classe 1,Diesel,Usados,8075629386,Nissan,115 cv,30 975 km,SUV / TT,Manual,,,,Nacional
1065,2018,Classe 1,Diesel,Usados,8075198388,Opel,136 cv,70 881 km,Sedan,Manual,,,,Nacional
1066,2016,,Diesel,Usados,8044099914,VW,110 cv,100 000 km,Carrinha,Manual,,,,Importado
1067,2015,Classe 1,Diesel,Usados,8075198050,Mercedes-Benz,136 cv,149 200 km,Carrinha,Automática,Sim,,Classe C,Importado
1068,2014,Classe 1,Diesel,Usados,8074889439,Audi,110 cv,142 000 km,Sedan,Manual,,,,
1069,2014,,Diesel,Usados,8072823102,Renault,110 cv,140 000 km,Monovolume,Manual,Sim,,,
1070,2014,,Diesel,Usados,8062992697,SEAT,110 cv,159 249 km,Citadino,Manual,Sim,,,Importado
1071,2017,Classe 1,Diesel,Usados,8075198179,Renault,110 cv,124 600 km,Carrinha,Automática,Sim,,,Importado
1072,1999,,Gasolina,Usados,8055701684,VW,75 cv,159 500 km,Carrinha,Manual,,,,
1073,2012,Classe 1,Diesel,Usados,8052219796,Peugeot,140 cv,170 000 km,Carrinha,Manual,,,,
1074,2019,Classe 1,Gasolina,Usados,8075197741,Nissan,90 cv,17 597 km,Citadino,Manual,Sim,,,Nacional
1075,2018,Classe 1,Diesel,Usados,8035879449,Ford,120 cv,59 000 km,Carrinha,Manual,Sim,,,Nacional
1076,2018,Classe 1,Diesel,Usados,8058867498,Mercedes-Benz,170 cv,26 000 km,Cabrio,Automática,,,Classe C,
1077,2011,Classe 1,Diesel,Usados,8075198426,Opel,125 cv,255 400 km,Utilitário,Manual,,,,Nacional
1078,2015,Classe 1,Diesel,Usados,8064856398,Citroën,120 cv,75 000 km,Utilitário,Manual,Sim,08-QJ-59,,Nacional
1079,2005,,Gasolina,Usados,8074793162,Citroën,60 cv,170 000 km,Citadino,,,,,
1080,2013,Classe 1,Diesel,Usados,8069268967,MINI,150 cv,110 000 km,Carrinha,Manual,,,,Importado
1081,2015,,Diesel,Usados,8074532384,VW,120 cv,159 666 km,Carrinha,Automática,Sim,,,
1082,2011,Classe 1,Diesel,Usados,8072035280,Mercedes-Benz,204 cv,224 000 km,Sedan,Automática,,,,Importado
1083,2015,Classe 1,Diesel,Usados,8072287803,Citroën,100 cv,80 986 km,Utilitário,Manual,,,,
1084,2006,,Gasolina,Usados,8074791479,Smart,55 cv,131 000 km,Citadino,Automática,,,,
1085,2014,,Diesel,Usados,8075620838,SEAT,110 cv,159 783 km,Carrinha,Manual,Sim,,,
1086,2012,Classe 1,Diesel,Usados,8074792500,MINI,112 cv,137 000 km,Citadino,Manual,,,,Nacional
1087,2016,,Diesel,Usados,8044099914,VW,110 cv,100 000 km,Carrinha,Manual,,,,Importado
1088,2017,,Diesel,Usados,8075624652,Mercedes-Benz,110 cv,24 000 km,Citadino,,,,Classe A,
1089,2010,Classe 1,Diesel,Usados,8075197713,Audi,170 cv,198 200 km,SUV / TT,Manual,Sim,,,Nacional
1090,2016,Classe 1,Diesel,Usados,8075198138,Citroën,115 cv,142 120 km,SUV / TT,Manual,Sim,,,Importado
1091,2015,Classe 1,Diesel,Usados,8067777927,Ford,120 cv,76 000 km,Carrinha,Manual,Sim,00-00-00,,Nacional
1092,2016,Classe 1,Diesel,Usados,8063168876,Renault,130 cv,63 000 km,Sedan,Manual,,,,Nacional
1093,2015,Classe 1,Diesel,Usados,8070893153,Peugeot,75 cv,68 300 km,Carrinha,Manual,,,,Nacional
1094,2015,Classe 1,Diesel,Usados,8073865594,Ford,120 cv,93 675 km,Carrinha,Manual,Sim,,,
1095,2007,Classe 1,Diesel,Usados,8072160182,Renault,120 cv,244 321 km,Monovolume,Manual,,,,Nacional
1096,2013,Classe 1,Diesel,Usados,8072926213,Opel,95 cv,203 000 km,Citadino,Manual,,,,Nacional
1097,2013,Classe 1,Diesel,Usados,8072926213,Opel,95 cv,203 000 km,Citadino,Manual,,,,Nacional
1098,2013,,Híbrido (Diesel),Usados,8038946101,Volvo,284 cv,176 582 km,Carrinha,Automática,Sim,,,
1099,2016,Classe 1,Diesel,Usados,8060217631,SEAT,105 cv,20 468 km,Citadino,Manual,,,,Nacional
1100,2015,Classe 1,Diesel,Usados,8069595689,Nissan,110 cv,43 350 km,SUV / TT,Manual,Sim,,,Nacional
1101,2018,Classe 1,Diesel,Usados,8073893356,Fiat,120 cv,73 421 km,Carrinha,Manual,,,,Nacional
1102,2011,,Diesel,Usados,8072161105,Renault,110 cv,124 223 km,Monovolume,Manual,,,,
1103,2013,Classe 1,Diesel,Usados,8074217738,BMW,184 cv,220 414 km,Sedan,Automática,Sim,,Série 3,
1104,2017,,Diesel,Usados,8074141073,Opel,110 cv,54 000 km,Carrinha,Manual,Sim,,,
1105,2013,,Diesel,Usados,8074789594,Mercedes-Benz,110 cv,146 648 km,Utilitário,Automática,,,Classe A,
1106,2015,Classe 1,Diesel,Usados,8072160644,Fiat,90 cv,51 324 km,Monovolume,Automática,,,,
1107,2010,Classe 1,Diesel,Usados,8072160367,Opel,125 cv,126 443 km,Carrinha,Manual,,,,Nacional
1108,2013,Classe 1,Diesel,Usados,8062812898,Volvo,114 cv,110 000 km,Carrinha,Automática,Sim,,,Importado
1109,2011,Classe 1,Diesel,Usados,8072161380,Mercedes-Benz,265 cv,133 765 km,Monovolume,Automática,,,Classe R,Nacional
1110,2015,Classe 1,Diesel,Usados,8070893153,Peugeot,75 cv,68 300 km,Carrinha,Manual,,,,Nacional
1111,2016,Classe 1,Diesel,Usados,8074054614,Renault,90 cv,117 015 km,Citadino,Manual,,,,
1112,2017,Classe 1,Eléctrico,Usados,8072160928,BMW,170 cv,21 051 km,Utilitário,Automática,Sim,,Série i,
1113,2015,Classe 1,Diesel,Usados,8072160052,Ford,150 cv,145 332 km,Monovolume,Manual,,,,
1114,2016,Classe 1,Diesel,Usados,8074629166,Opel,136 cv,112 843 km,Carrinha,Manual,,,,Nacional
1115,2015,,Híbrido (Gasolina),Usados,8046734069,VW,204 cv,121 649 km,Utilitário,Automática,Sim,,,Importado
1116,2008,Classe 1,Diesel,Usados,8072160608,Volvo,110 cv,195 242 km,Carrinha,Manual,,,,Nacional
1117,2016,Classe 1,Diesel,Usados,8060217631,SEAT,105 cv,20 468 km,Citadino,Manual,,,,Nacional
1118,2011,Classe 1,Diesel,Usados,8073871182,Renault,110 cv,143 332 km,Carrinha,Manual,,,,
1119,2012,Classe 1,Diesel,Usados,8072160810,Peugeot,92 cv,174 321 km,Citadino,Manual,,,,
1120,2011,Classe 1,Diesel,Usados,8072159866,Renault,110 cv,125 232 km,Monovolume,Manual,,,,Nacional
1121,2015,Classe 1,Diesel,Usados,8072160102,Renault,160 cv,110 834 km,Monovolume,Automática,Sim,,,
1122,2015,Classe 1,Diesel,Usados,8075083069,VW,150 cv,205 143 km,Carrinha,Manual,,,,Nacional
1123,2015,Classe 1,Diesel,Usados,8067777927,Ford,120 cv,76 000 km,Carrinha,Manual,Sim,00-00-00,,Nacional
1124,2015,Classe 1,Diesel,Usados,8075081508,Peugeot,180 cv,183 232 km,Sedan,Automática,,,,Nacional
1125,2011,Classe 1,Diesel,Usados,8074625657,Citroën,115 cv,113 222 km,Utilitário,Automática,,,,Nacional
1126,2014,Classe 1,Diesel,Usados,8074885912,BMW,190 cv,212 000 km,Sedan,Automática,,,Série 5,
1127,2016,Classe 1,Gasolina,Usados,8075484278,Peugeot,110 cv,59 400 km,SUV / TT,Automática,Sim,,,
1128,2014,Classe 1,Diesel,Usados,8072261693,Opel,165 cv,220 754 km,Monovolume,Manual,,,,Nacional
1129,2017,Classe 1,Diesel,Usados,8073863753,Mercedes-Benz,204 cv,42 665 km,SUV / TT,Automática,,,Classe GLC,Nacional
1130,2017,Classe 1,Gasolina,Usados,8072160269,Fiat,69 cv,38 566 km,Pequeno citadino,Manual,Sim,,,Nacional
1131,2013,Classe 1,Diesel,Usados,8059227651,Peugeot,115 cv,206 000 km,Carrinha,Manual,Sim,,,
1132,2019,Classe 1,Híbrido (Gasolina),Usados,8047891641,Mazda,122 cv,13 300 km,Utilitário,Manual,Sim,,,Nacional
1133,2019,Classe 1,Gasolina,Usados,8074297516,Ford,85 cv,16 000 km,Citadino,Manual,Sim,81-XE-91,,Nacional
1134,2004,Classe 1,Gasolina,Usados,8072611276,Opel,90 cv,200 000 km,Cabrio,Manual,Sim,,,Nacional
1135,1987,Classe 2,Diesel,Usados,8072816442,UMM,110 cv,165 000 km,SUV / TT,Manual,,OD-67-88,,Nacional
1136,2015,Classe 1,Diesel,Usados,8075303459,VW,240 cv,146 500 km,Carrinha,Automática,,00-PU-67,,Nacional
1137,2015,Classe 1,Híbrido (Gasolina),Usados,8075342661,BMW,170 cv,64 051 km,Utilitário,Automática,,,Série i,
1138,2015,Classe 1,Diesel,Usados,8072927189,Mercedes-Benz,204 cv,187 000 km,Carrinha,Automática,Sim,,Classe CLS,Nacional
1139,2006,Classe 1,Diesel,Usados,8060613527,Lexus,177 cv,202 500 km,Sedan,Manual,,44-BT-83,IS,Nacional
1140,2015,Classe 1,Diesel,Usados,8073871562,BMW,218 cv,103 322 km,SUV / TT,Automática,,,Série X,Nacional
1141,2014,,Diesel,Usados,8075314432,Audi,136 cv,76 130 km,Sedan,Manual,Sim,,,Nacional
1142,2018,,Gasolina,Usados,8065862500,Porsche,420 cv,7 000 km,Cabrio,Automática,Sim,00-00-00,911 (Todos),
1143,1996,,Diesel,Usados,8073995119,BMW,143 cv,400 000 km,Sedan,,,,Série 5,
1144,2008,Classe 1,Diesel,Usados,8072610634,Opel,90 cv,135 000 km,Utilitário,Manual,Sim,,,Nacional
1145,2018,,Gasolina,Usados,8065862500,Porsche,420 cv,7 000 km,Cabrio,Automática,Sim,00-00-00,911 (Todos),
1146,2014,Classe 2,Diesel,Usados,8074551305,Land Rover,190 cv,115 000 km,SUV / TT,Automática,,,,Importado
1147,2017,Classe 1,Híbrido (Gasolina),Usados,8068859070,Mercedes-Benz,320 cv,22 249 km,SUV / TT,Automática,,35-ZL-43,Classe GLC,
1148,2018,Classe 1,Diesel,Usados,8059384111,BMW,190 cv,80 000 km,Coupé,Automática,Sim,51-UD-80,Série 4,Nacional
1149,2015,Classe 1,Diesel,Usados,8074738900,BMW,116 cv,56 171 km,Monovolume,Manual,,07-QM-12,Série 2,Nacional
1150,2009,Classe 1,Diesel,Usados,8073451059,Audi,170 cv,177 000 km,SUV / TT,Automática,Sim,,,Nacional
1151,2017,,Diesel,Usados,8071139536,Renault,160 cv,100 000 km,Monovolume,Automática,,,,
1152,2016,,Diesel,Usados,8073825910,Dacia,110 cv,88 000 km,SUV / TT,,,,,
1153,2013,,Diesel,Usados,8075702417,Renault,110 cv,140 000 km,Carrinha,,,,,
1154,2013,,Diesel,Usados,8075702417,Renault,110 cv,140 000 km,Carrinha,,,,,
1155,2008,Classe 1,Diesel,Usados,8072205664,Renault,150 cv,146 000 km,Sedan,Manual,,,,Nacional
1156,2010,Classe 1,Diesel,Usados,8071828505,Ford,109 cv,179 000 km,Carrinha,Manual,Sim,07-JU-11,,Nacional
1157,2016,Classe 1,Gasolina,Usados,8039516715,Fiat,69 cv,61 000 km,Pequeno citadino,Manual,,83-RA-46,,Nacional
1158,2011,Classe 1,Diesel,Usados,8074291331,Peugeot,112 cv,147 000 km,Carrinha,Manual,,01-TO-34,,
1159,2014,,Diesel,Usados,8068394730,Peugeot,115 cv,39 900 km,Utilitário,,Sim,,,
1160,2014,Classe 1,Diesel,Usados,8070442701,BMW,184 cv,139 000 km,Sedan,Manual,Sim,,Série 4,Nacional
1161,2013,Classe 1,Diesel,Usados,8074287417,BMW,184 cv,218 000 km,Carrinha,Automática,,,Série 3,Nacional
1162,2016,,Diesel,Usados,8071558771,Renault,90 cv,123 000 km,Carrinha,Manual,,,,
1163,2011,Classe 1,Diesel,Usados,8074291331,Peugeot,112 cv,147 000 km,Carrinha,Manual,,01-TO-34,,
1164,2010,Classe 1,Gasolina,Usados,8072634659,Ford,82 cv,68 000 km,Citadino,Manual,Sim,77-LE-20,,Nacional
1165,2009,Classe 1,Diesel,Usados,8073451059,Audi,170 cv,177 000 km,SUV / TT,Automática,Sim,,,Nacional
1166,2010,,Gasolina,Usados,8074788098,Toyota,50 cv,196 000 km,Pequeno citadino,,Sim,,,
1167,2015,Classe 1,Diesel,Usados,8074958780,Citroën,120 cv,170 000 km,Monovolume,Manual,,21-XL-53,,
1168,2015,,Diesel,Usados,8062906962,BMW,258 cv,139 000 km,SUV / TT,Automática,Sim,19-PX-39,Série X,Nacional
1169,2015,,Diesel,Usados,8063405803,BMW,116 cv,119 000 km,Utilitário,Manual,Sim,,Série 1,Nacional
1170,2014,Classe 1,Diesel,Usados,8073384221,Jaguar,275 cv,154 000 km,Carrinha,Automática,Sim,,,Nacional
1171,2014,Classe 1,Diesel,Usados,8066204529,Mercedes-Benz,136 cv,188 000 km,Carrinha,Manual,Sim,,Classe C,Importado
1172,2018,Classe 1,Diesel,Usados,8071552604,Mercedes-Benz,116 cv,34 000 km,Utilitário,Manual,Sim,,Classe A,Nacional
1173,2018,Classe 1,Diesel,Usados,8071234866,Nissan,115 cv,10 300 km,SUV / TT,Manual,,58-VV-16,,Nacional
1174,2017,Classe 1,Diesel,Usados,8067134514,BMW,224 cv,196 000 km,Sedan,Automática,Sim,,Série 4,Nacional
1175,2018,,Gasolina,Usados,8074535297,Fiat,69 cv,26 221 km,Pequeno citadino,Automática,,35-VU-35,,Nacional
1176,2018,,Diesel,Usados,8059110535,BMW,190 cv,37 700 km,Carrinha,Automática,Sim,,Série 5,Nacional
1177,2018,,Eléctrico,Usados,8073704023,Renault,92 cv,6 000 km,Pequeno citadino,Automática,Sim,,,
1178,2018,Classe 1,Gasolina,Usados,8074530105,Fiat,69 cv,43 560 km,Pequeno citadino,Manual,,83-UX-16,,Nacional
1179,2015,Classe 1,Diesel,Usados,8053204120,Audi,218 cv,217 000 km,Carrinha,Automática,Sim,52-PU-93,,Nacional
1180,2015,Classe 1,Diesel,Usados,8073431469,BMW,190 cv,99 000 km,Sedan,Automática,Sim,,Série 4,Nacional
1181,2017,,Diesel,Usados,8072800338,Mercedes-Benz,194 cv,23 956 km,Carrinha,Automática,Sim,,Classe E,Nacional
1182,2018,Classe 1,Diesel,Usados,8065724325,Peugeot,130 cv,68 000 km,SUV / TT,Manual,Sim,,,Nacional
1183,2017,Classe 1,Eléctrico,Usados,8072713764,Renault,92 cv,13 469 km,Pequeno citadino,Automática,Sim,,,
1184,2019,Classe 1,Gasolina,Usados,8070242869,Fiat,69 cv,18 031 km,Cabrio,Automática,,89-XF-08,,Nacional
1185,2014,Classe 1,Diesel,Usados,8066204529,Mercedes-Benz,136 cv,188 000 km,Carrinha,Manual,Sim,,Classe C,Importado
1186,2018,,Gasolina,Usados,8065123892,VW,75 cv,30 810 km,Citadino,Manual,Sim,,,Nacional
1187,2015,Classe 1,Diesel,Usados,8072291331,BMW,150 cv,91 300 km,Monovolume,Automática,Sim,,Série 2,Nacional
1188,2013,,Diesel,Usados,8065051558,Porsche,245 cv,86 100 km,SUV / TT,Automática,Sim,,,
1189,2019,Classe 1,Diesel,Usados,8063728835,Mercedes-Benz,116 cv,18 000 km,Utilitário,Automática,Sim,,Classe A,Nacional
1190,2007,,Diesel,Usados,8069684337,Peugeot,110 cv,225 500 km,Carrinha,Manual,,,,
1191,2015,,Diesel,Usados,8073819934,Porsche,258 cv,159 500 km,SUV / TT,,,,,
1192,2018,,Gasolina,Usados,8070791233,Fiat,69 cv,35 755 km,Pequeno citadino,Manual,,33-UN-47,,Nacional
1193,2018,,Gasolina,Usados,8074530022,Fiat,69 cv,18 850 km,Pequeno citadino,Manual,,17-VS-03,,Nacional
