,Ano de Registo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Série,Origem
321,2016,Diesel,Usados,8075422269,Renault,90,120000,Citadino,Manual,,
322,2016,Gasolina,Usados,8068693274,Ford,69,52000,Pequeno citadino,Manual,,Nacional
323,2019,Diesel,Usados,8074859390,Nissan,115,2057,SUV / TT,Manual,,
324,2019,Diesel,Usados,8075586393,Renault,90,17000,Carrinha,Manual,,Nacional
325,2012,Diesel,Usados,8072917340,BMW,190,107000,Carrinha,Manual,Série 3,Nacional
326,2016,Diesel,Usados,8049559622,Audi,150,95000,SUV / TT,Manual,,Nacional
327,2017,Diesel,Usados,8072291594,BMW,190,25838,Sedan,Automática,Série 4,Nacional
328,2009,Diesel,Usados,8074887078,Dodge,140,240000,SUV / TT,Automática,,Nacional
329,2011,Diesel,Usados,8074856249,Opel,170,127000,Utilitário,Manual,,Nacional
330,2015,Diesel,Usados,8073896056,Mercedes-Benz,116,118000,Carrinha,Manual,Classe C,Nacional
331,2013,Gasolina,Usados,8074853654,VW,460,77500,Utilitário,Automática,,
332,1993,Diesel,Usados,8061085044,Nissan,78,344000,SUV / TT,Manual,,Nacional
333,2013,Diesel,Usados,8051715052,VW,140,155000,Carrinha,Manual,,Nacional
334,2009,Gasolina,Usados,8075610412,Audi,211,34836,Cabrio,Automática,,Nacional
335,2019,Diesel,Usados,8075522344,BMW,116,450,Citadino,Unknown,Série 1,Nacional
336,2010,Diesel,Usados,8070359567,Audi,170,164000,SUV / TT,Automática,,Nacional
337,2015,Diesel,Usados,8072563932,Audi,110,123000,Sedan,Manual,,Nacional
338,2011,Diesel,Usados,8033851850,Peugeot,115,181000,Carrinha,Automática,,
339,2014,Híbrido (Diesel),Usados,8072039455,Volvo,285,238102,Carrinha,Automática,,Importado
340,2007,Diesel,Usados,8075683386,Ford,115,200000,Monovolume,Manual,,
341,2015,Diesel,Usados,8075682905,Fiat,120,100000,SUV / TT,Manual,,
342,2018,Diesel,Usados,8074228513,Audi,116,42642,Utilitário,Manual,,Nacional
343,2017,Diesel,Usados,8073980229,Peugeot,120,78000,Carrinha,Manual,,Nacional
344,2019,Diesel,Usados,8071995332,Peugeot,102,24000,Carrinha,Manual,,Nacional
345,2015,Diesel,Usados,8069183844,Renault,90,115000,Citadino,Manual,,
346,2018,Diesel,Usados,8070334783,Peugeot,130,43000,Carrinha,Manual,,Nacional
347,2003,Diesel,Usados,8074856280,Peugeot,90,245000,Citadino,Unknown,,
348,2014,Diesel,Usados,8073637527,Volvo,181,180000,Carrinha,Automática,,Nacional
349,2017,Diesel,Usados,8073896103,Mercedes-Benz,194,82000,Carrinha,Automática,Classe E,
350,2019,Diesel,Usados,8073958534,Peugeot,130,25000,Carrinha,Manual,,Nacional
351,2019,Gasolina,Usados,8067751256,Peugeot,68,17000,Pequeno citadino,Manual,,
352,2015,Diesel,Usados,8069337397,Renault,90,120000,Citadino,Manual,,
353,2017,Diesel,Usados,8061717232,Renault,110,150000,Monovolume,Automática,,
354,2010,Diesel,Usados,8074054893,MINI,110,97000,Citadino,Manual,,Nacional
355,2014,Diesel,Usados,8067926696,BMW,184,110000,Utilitário,Manual,Série 1,
356,2016,Diesel,Usados,8074159275,Citroën,120,133000,Monovolume,Automática,,
357,2018,Diesel,Usados,8067928115,Audi,116,30000,Utilitário,Manual,,
358,2018,Diesel,Usados,8071979164,Mercedes-Benz,110,128000,Utilitário,Automática,Classe A,
359,2018,Híbrido (Gasolina),Usados,8074854862,BMW,224,15000,Monovolume,Automática,Série 2,
360,2015,Híbrido (Gasolina),Usados,8053280259,VW,204,160000,Utilitário,Automática,,
361,2015,Diesel,Usados,8051730821,Mercedes-Benz,136,104801,Sedan,Unknown,Classe C,Nacional
362,2014,Diesel,Usados,8072571086,Nissan,90,120000,SUV / TT,Manual,,Nacional
363,2018,Gasolina,Usados,8062053116,Renault,140,8000,Carrinha,Unknown,,
364,2015,Diesel,Usados,8053278781,Nissan,110,90000,SUV / TT,Manual,,
365,1991,Diesel,Usados,8074054954,Mercedes-Benz,72,291000,Sedan,Manual,,
366,2016,Diesel,Usados,8071916109,SEAT,90,144000,Citadino,Manual,,Nacional
367,2015,Diesel,Usados,8066200952,BMW,116,74000,Utilitário,Manual,Série 1,Nacional
368,2018,Eléctrico,Usados,8075627651,Nissan,150,22500,Utilitário,Automática,,Nacional
369,2013,Diesel,Usados,8067927131,Hyundai,105,188000,Carrinha,Manual,,Nacional
370,2018,Diesel,Usados,8036793232,BMW,190,50000,Sedan,Automática,Série 5,
371,2012,Diesel,Usados,8062620465,Peugeot,90,120000,Citadino,Manual,,
372,2018,Diesel,Usados,8066201083,Audi,116,50000,Sedan,Manual,,
373,2016,Diesel,Usados,8074855411,Mercedes-Benz,170,75000,Coupé,Automática,Classe C,Importado
374,2013,Diesel,Usados,8071824764,BMW,140,160000,Carrinha,Manual,Série 3,
375,2015,Diesel,Usados,8074855279,Renault,110,58000,Carrinha,Manual,,Importado
376,2010,Diesel,Usados,8074955222,Mercedes-Benz,170,200000,Carrinha,Automática,Classe C,
377,2015,Diesel,Usados,8074053266,Alfa Romeo,150,71602,Utilitário,Manual,,
378,2010,Diesel,Usados,8072535099,Mitsubishi,140,140000,SUV / TT,Manual,,Nacional
379,2014,Diesel,Usados,8074054651,Renault,110,134000,Carrinha,Manual,,
380,2010,Diesel,Usados,8064785291,MINI,112,147900,Cabrio,Manual,,Importado
381,1998,Diesel,Usados,8072284297,Audi,90,340728,Citadino,Unknown,,
382,2019,Híbrido (Gasolina),Usados,8075505058,Toyota,75,3528,Citadino,Automática,,
383,2009,Diesel,Usados,8054866974,BMW,286,167000,Carrinha,Unknown,Série 3,
384,2018,Diesel,Usados,8044355985,Opel,102,34000,Monovolume,Manual,,Nacional
385,2016,Gasolina,Usados,8071812839,Renault,90,40000,Citadino,Manual,,Nacional
386,2019,Gasolina,Usados,8066569132,Mitsubishi,80,22000,Citadino,Manual,,Nacional
387,2013,Diesel,Usados,8041685870,VW,90,130000,Citadino,Manual,,Nacional
388,2014,Diesel,Usados,8074770003,SEAT,140,126720,Monovolume,Automática,,Nacional
389,2014,Diesel,Usados,8074771500,MINI,95,89500,Citadino,Unknown,,
390,2017,Diesel,Usados,8068035433,BMW,258,47000,Sedan,Automática,Série 4,Nacional
391,2015,Diesel,Usados,8074849631,Dacia,115,160000,Monovolume,Unknown,,
392,2017,Diesel,Usados,8073468776,Mercedes-Benz,190,49734,Monovolume,Automática,Classe V,Importado
393,2015,Diesel,Usados,8062830105,VW,150,133000,SUV / TT,Manual,,
394,2012,Diesel,Usados,8071855807,VW,105,149000,Monovolume,Unknown,,
395,2002,Diesel,Usados,8072286051,Mercedes-Benz,163,157913,SUV / TT,Unknown,Classe M,
396,2018,Diesel,Usados,8073948354,Opel,99,34000,SUV / TT,Unknown,,Nacional
397,2016,Gasolina,Usados,8074849244,Hyundai,66,34000,Pequeno citadino,Manual,,Nacional
398,2007,Diesel,Usados,8062581162,Mercedes-Benz,109,154033,Citadino,Unknown,Classe A,
399,2018,Gasolina,Usados,8066075123,Fiat,69,25000,Pequeno citadino,Unknown,,Nacional
400,2016,Gasolina,Usados,8071248172,Renault,90,38016,SUV / TT,Manual,,Nacional
401,2009,Gasolina,Usados,8072285720,Smart,61,115573,Pequeno citadino,Automática,,
402,2017,Gasolina,Usados,8068802798,Fiat,70,46000,Pequeno citadino,Manual,,
403,2013,Diesel,Usados,8072249351,Mercedes-Benz,170,180000,Carrinha,Manual,Classe C,Nacional
404,2019,Diesel,Usados,8074219475,Audi,150,6000,Carrinha,Automática,,Nacional
405,2019,Diesel,Usados,8064341265,Mercedes-Benz,116,16000,Utilitário,Automática,Classe A,Nacional
406,2013,Híbrido (Gasolina),Usados,8074224731,Honda,98,56560,Utilitário,Automática,,Nacional
407,2019,Diesel,Usados,8070599502,BMW,190,7000,Sedan,Automática,Série 4,Nacional
408,2004,Diesel,Usados,8072868566,Land Rover,177,200000,SUV / TT,Unknown,,
409,2019,Diesel,Usados,8063640072,Peugeot,130,16617,SUV / TT,Manual,,Nacional
410,2011,Diesel,Usados,8074852987,Volvo,115,255000,Carrinha,Unknown,,
411,2017,Diesel,Usados,8056941064,Mercedes-Benz,190,37700,Carrinha,Automática,Classe E,
412,2013,Gasolina,Usados,8074276409,Opel,100,100000,Pequeno citadino,Manual,,Nacional
413,2010,Diesel,Usados,8059265959,Audi,233,118000,Sedan,Automática,,Nacional
414,2017,Diesel,Usados,8073680501,Audi,150,42000,Carrinha,Unknown,,Nacional
415,2013,Diesel,Usados,8071328711,VW,140,50043,Coupé,Automática,,
416,2015,Diesel,Usados,8068648529,Mercedes-Benz,170,103347,Carrinha,Manual,Classe E,Nacional
417,2009,Gasolina,Usados,8044786556,Audi,200,102300,Cabrio,Automática,,
418,2016,Diesel,Usados,8073225724,Honda,120,106489,Carrinha,Manual,,Nacional
419,2017,Diesel,Usados,8055870490,Renault,90,29368,SUV / TT,Manual,,Nacional
420,2013,Diesel,Usados,8074959355,BMW,313,104000,Sedan,Automática,Série 7,
421,2015,Diesel,Usados,8075611039,Skoda,90,68100,Carrinha,Manual,,Nacional
422,2008,Diesel,Usados,8043980120,BMW,286,179995,Cabrio,Automática,Série 6,Importado
423,2015,Diesel,Usados,8075354100,Mercedes-Benz,170,120000,Carrinha,Automática,Classe C,Importado
424,2007,Gasolina,Usados,8075619880,Chevrolet,94,99896,Citadino,Manual,,Nacional
425,2019,Diesel,Usados,8074372359,Mercedes-Benz,116,20300,Utilitário,Automática,Classe A,Nacional
426,2015,Gasolina,Usados,8073095510,Smart,71,33400,Pequeno citadino,Manual,,
427,2013,Híbrido (Gasolina),Usados,8053960735,Toyota,136,100000,Carrinha,Automática,,
428,2017,Gasolina,Usados,8073311885,Renault,90,52521,Citadino,Manual,,Nacional
429,2015,Diesel,Usados,8068648198,Mercedes-Benz,170,140907,Carrinha,Manual,Classe C,Nacional
430,2017,Diesel,Usados,8070746527,SEAT,115,20700,Carrinha,Manual,,Nacional
431,2018,Diesel,Usados,8073681130,Opel,110,43000,Carrinha,Unknown,,Nacional
432,2016,Gasolina,Usados,8060065329,Fiat,69,77835,Citadino,Manual,,Nacional
433,2019,Gasolina,Usados,8066366130,Nissan,100,14771,Citadino,Manual,,Nacional
434,2013,Gasolina,Usados,8072940190,Renault,90,90000,Carrinha,Manual,,Nacional
435,2019,Diesel,Usados,8074292361,Alfa Romeo,120,17900,Utilitário,Automática,,
436,2019,Diesel,Usados,8072939757,VW,115,7000,Monovolume,Automática,,
437,2015,Diesel,Usados,8072940775,Peugeot,120,160000,Carrinha,Manual,,
438,2017,Diesel,Usados,8048321910,Volvo,120,98960,Utilitário,Manual,,Nacional
439,2017,Diesel,Usados,8074848633,Opel,134,27000,Monovolume,Manual,,Nacional
440,2019,Diesel,Usados,8073090589,Peugeot,130,22012,Monovolume,Manual,,Nacional
441,2011,Diesel,Usados,8072257908,BMW,184,224000,Sedan,Automática,Série 5,Nacional
442,2014,Diesel,Usados,8073526681,Mercedes-Benz,204,92000,Carrinha,Automática,Classe C,Importado
443,2016,Diesel,Usados,8060217631,SEAT,105,20468,Citadino,Manual,,Nacional
444,2010,Diesel,Usados,8075358360,Renault,110,160000,Coupé,Manual,,Nacional
445,2014,Diesel,Usados,8062599113,BMW,204,107000,Coupé,Automática,Série 4,
446,2009,Gasolina,Usados,8062354423,Smart,71,32500,Pequeno citadino,Semi-automática,,
447,2006,Gasolina,Usados,8069761436,Mercedes-Benz,231,135000,Sedan,Automática,Classe C,
448,2019,Gasolina,Usados,8075107079,Citroën,82,10390,Citadino,Manual,,Nacional
449,2014,Gasolina,Usados,8075358658,Mitsubishi,90,35500,SUV / TT,Manual,,
450,2017,Eléctrico,Usados,8074849515,BMW,170,60000,Citadino,Automática,Série i,
451,2017,Diesel,Usados,8070042388,Renault,110,74000,Carrinha,Manual,,
452,2013,Diesel,Usados,8073527941,Mercedes-Benz,204,165000,Carrinha,Automática,Classe CLS,Nacional
453,2004,Diesel,Usados,8066203767,Ford,110,260000,Monovolume,Manual,,Nacional
454,2017,Diesel,Usados,8062463512,Mercedes-Benz,177,26000,SUV / TT,Automática,Classe GLA,
455,2015,Diesel,Usados,8074625015,Mercedes-Benz,170,310000,Carrinha,Unknown,,
456,2007,Diesel,Usados,8066888947,BMW,177,122000,Carrinha,Automática,Série 3,
457,2014,Diesel,Usados,8067928749,Nissan,110,90000,SUV / TT,Manual,,
458,1998,Gasolina,Usados,8054681668,Audi,180,205000,Sedan,Manual,,Importado
459,2018,Diesel,Usados,8038517484,Citroën,100,68567,Utilitário,Manual,,Nacional
460,2018,Diesel,Usados,8061105762,Mercedes-Benz,204,33000,SUV / TT,Unknown,Classe GLC,Nacional
461,2003,Diesel,Usados,8074837882,BMW,150,177000,Carrinha,Manual,Série 3,Nacional
462,2017,Diesel,Usados,8074213512,Fiat,95,45000,Carrinha,Manual,,
463,1999,GPL,Usados,8074959039,Mercedes-Benz,196,280000,Sedan,Unknown,Classe CLK,
464,2017,Diesel,Usados,8071942276,Citroën,75,102634,Citadino,Manual,,Nacional
465,2012,Diesel,Usados,8074848438,Skoda,105,190000,Carrinha,Manual,,Nacional
466,2002,Diesel,Usados,8075355046,Mercedes-Benz,143,284000,Sedan,Unknown,Classe E,
467,2010,Gasolina,Usados,8074843383,SEAT,125,185169,Utilitário,Manual,,Nacional
468,1998,Gasolina,Usados,8072578885,BMW,118,165000,Sedan,Manual,Série 3,Nacional
469,2013,Gasolina,Usados,8073587241,Porsche,400,85000,Coupé,Manual,911 (Todos),
470,2014,Diesel,Usados,8074955012,Audi,150,73000,Coupé,Unknown,,
471,2004,Diesel,Usados,8075355026,VW,174,275000,SUV / TT,Manual,,Nacional
472,2002,Diesel,Usados,8072635772,VW,75,268000,Utilitário,Unknown,,
473,2017,Gasolina,Usados,8070660243,Fiat,69,24000,Citadino,Manual,,Nacional
474,2011,Gasolina,Usados,8073984285,Kia,60,97200,Pequeno citadino,Manual,,
475,2015,Diesel,Usados,8074843332,Mercedes-Benz,170,181000,Carrinha,Automática,Classe C,
476,2014,Diesel,Usados,8075355856,Mercedes-Benz,109,65000,Utilitário,Manual,Classe A,
477,2016,Gasolina,Usados,8047887334,Honda,100,35987,Utilitário,Manual,,
478,2000,Diesel,Usados,8073058300,VW,115,368000,Carrinha,Manual,,Nacional
479,2015,Diesel,Usados,8051547918,Mercedes-Benz,177,166000,Carrinha,Automática,Classe CLA,Importado
480,2016,Diesel,Usados,8071138579,Peugeot,120,120000,SUV / TT,Automática,,
481,2013,Diesel,Usados,8037830341,Skoda,105,154000,Sedan,Manual,,Nacional
482,2017,Diesel,Usados,8074051154,Ford,90,107564,Utilitário,Manual,,
483,2019,Gasolina,Usados,8074286531,Opel,83,9691,SUV / TT,Unknown,,
484,2012,Diesel,Usados,8074845505,Volvo,115,212000,Utilitário,Manual,,
485,2013,Diesel,Usados,8073529642,Volvo,115,180000,Utilitário,Unknown,,
486,2000,Gasolina,Usados,8054868300,Mazda,140,117000,Cabrio,Manual,,
487,2014,Híbrido (Gasolina),Usados,8059408424,Toyota,136,137885,Carrinha,Automática,,
488,2015,Diesel,Usados,8075258362,BMW,184,92400,Sedan,Automática,Série 3,
489,2003,Diesel,Usados,8074847143,Peugeot,75,213000,Carrinha,Manual,,Nacional
490,2012,Diesel,Usados,8070143656,BMW,184,134000,Sedan,Manual,Série 3,
491,2009,Diesel,Usados,8073529575,Mercedes-Benz,231,218,Coupé,Unknown,Classe E,
492,2019,Gasolina,Usados,8075599190,Renault,90,19500,Citadino,Manual,,Nacional
493,2017,Diesel,Usados,8073861676,BMW,190,43514,Carrinha,Automática,Série 5,
494,2011,Diesel,Usados,8074048329,Renault,85,169735,Carrinha,Manual,,
495,2016,Diesel,Usados,8075274092,Renault,110,130000,Sedan,Unknown,,Importado
496,2015,Diesel,Usados,8073091872,Renault,90,147000,Carrinha,Unknown,,Importado
497,2008,Gasolina,Usados,8074048596,Skoda,70,170000,Carrinha,Unknown,,
498,2016,Diesel,Usados,8069587581,Honda,120,32500,SUV / TT,Unknown,,
499,2018,Gasolina,Usados,8072857711,Audi,116,14747,Cabrio,Manual,,
500,1997,Diesel,Usados,8067349978,Opel,82,297000,Utilitário,Manual,,Nacional
501,2016,Diesel,Usados,8074187919,Mercedes-Benz,170,110000,Carrinha,Automática,Classe C,
502,2017,Gasolina,Usados,8069100111,Opel,105,33000,Utilitário,Manual,,
503,2018,Diesel,Usados,8064765687,Renault,90,43001,Carrinha,Manual,,
504,2018,Gasolina,Usados,8074299849,Renault,90,36100,Citadino,Manual,,Nacional
505,2018,Diesel,Usados,8072857954,Mercedes-Benz,109,20361,Utilitário,Manual,Classe A,
506,2019,Gasolina,Usados,8072857910,Fiat,140,5060,Cabrio,Manual,,
507,2019,Diesel,Usados,8072483101,Mercedes-Benz,116,14987,Utilitário,Automática,Classe B,Nacional
508,2013,Diesel,Usados,8071693320,BMW,186,155000,Coupé,Automática,Série 4,
509,2008,Diesel,Usados,8055533756,VW,170,226000,Carrinha,Automática,,Nacional
510,2019,Diesel,Usados,8075275090,Renault,115,27897,SUV / TT,Manual,,
511,2012,Híbrido (Diesel),Usados,8072012313,Mercedes-Benz,204,174000,Carrinha,Automática,Classe E,
512,2002,GPL,Usados,8074369182,Volvo,200,296000,SUV / TT,Manual,,Nacional
513,2016,Diesel,Usados,8074048434,Audi,150,127000,Carrinha,Unknown,,
514,2009,Diesel,Usados,8072573900,Audi,170,85600,Cabrio,Unknown,,
515,2014,Gasolina,Usados,8074840655,Fiat,70,74000,Pequeno citadino,Unknown,,
516,2015,Diesel,Usados,8074048818,Mercedes-Benz,170,78000,Coupé,Unknown,Classe C,
517,2014,Diesel,Usados,8073214963,Land Rover,258,143000,SUV / TT,Automática,,
518,2017,Diesel,Usados,8058054015,Volvo,190,18000,SUV / TT,Automática,,Nacional
519,2018,Diesel,Usados,8045841384,BMW,116,23219,Citadino,Automática,Série 1,
520,2013,Diesel,Usados,8073983144,SEAT,105,110000,Utilitário,Manual,,
521,2020,Diesel,Usados,8073551170,BMW,116,1300,Utilitário,Manual,Série 1,Nacional
522,2019,Gasolina,Usados,8073558057,Smart,90,6000,Pequeno citadino,Automática,,Nacional
523,2017,Diesel,Usados,8041688101,Peugeot,177,25000,Carrinha,Automática,,Nacional
524,2016,Gasolina,Usados,8074840106,Opel,105,60000,Utilitário,Manual,,
525,2004,Gasolina,Usados,8068271917,Audi,250,210000,Utilitário,Unknown,,
526,2018,Diesel,Usados,8073861683,Volvo,120,37303,Carrinha,Manual,,
527,2019,Diesel,Usados,8073385584,Renault,90,8815,SUV / TT,Manual,,
528,2017,Gasolina,Usados,8075618690,Fiat,85,15000,Cabrio,Automática,,
529,2018,Diesel,Usados,8073370670,Renault,130,20693,Sedan,Manual,,
530,2017,Diesel,Usados,8069510134,Ford,120,80000,Carrinha,Manual,,
531,2017,Diesel,Usados,8075740967,Peugeot,120,156611,Utilitário,Manual,,Importado
532,2006,Diesel,Usados,8038397620,Volvo,185,229500,SUV / TT,Automática,,Nacional
533,2010,Híbrido (Gasolina),Usados,8074044608,Honda,125,89000,Coupé,Manual,,Nacional
534,2017,Diesel,Usados,8074047335,Peugeot,120,132400,SUV / TT,Manual,,Importado
535,2017,Diesel,Usados,8070317227,Ford,120,83435,Utilitário,Manual,,
536,2019,Diesel,Usados,8068019078,Mercedes-Benz,194,11000,Carrinha,Automática,Classe E,
537,2014,Diesel,Usados,8074838494,Renault,130,125000,Carrinha,Manual,,
538,2018,Diesel,Usados,8075186277,Renault,110,30911,Carrinha,Manual,,
539,2010,Diesel,Usados,8072078940,Renault,85,147097,Citadino,Manual,,Nacional
540,2015,Diesel,Usados,8068703630,Mercedes-Benz,170,85000,SUV / TT,Automática,Classe GLA,
541,2019,Diesel,Usados,8073386939,Renault,115,7970,Carrinha,Manual,,
542,2010,Gasolina,Usados,8061738116,Alfa Romeo,170,82500,Utilitário,Manual,,
543,2013,Diesel,Usados,8060595225,Mercedes-Benz,204,160000,Carrinha,Automática,Classe CLS,
544,2016,Diesel,Usados,8067300388,Mercedes-Benz,258,69486,SUV / TT,Automática,Classe GLE,Nacional
545,2011,Diesel,Usados,8075370189,Renault,110,174910,Coupé,Unknown,,
546,2018,Diesel,Usados,8072859110,Volvo,120,40352,Utilitário,Manual,,
547,2011,Diesel,Usados,8074047218,Mercedes-Benz,170,128000,Cabrio,Automática,Classe E,Nacional
548,2011,Diesel,Usados,8074047021,Mercedes-Benz,177,167000,Coupé,Automática,Classe C,Nacional
549,2018,Diesel,Usados,8075186285,Renault,110,40975,Monovolume,Manual,,
550,2018,Diesel,Usados,8073789260,Fiat,120,19554,Carrinha,Manual,,
551,2015,Diesel,Usados,8074497367,Citroën,120,166976,Monovolume,Manual,,
552,2016,Diesel,Usados,8074614170,Jaguar,180,188000,SUV / TT,Unknown,,
553,2019,Gasolina,Usados,8073370513,Nissan,140,8426,SUV / TT,Manual,,
554,2017,Diesel,Usados,8069256918,Renault,110,92000,Carrinha,Automática,,
555,2014,Diesel,Usados,8074877352,Volvo,115,142000,Carrinha,Unknown,,
556,2008,Diesel,Usados,8073386792,BMW,177,206800,Sedan,Manual,Série 3,
557,2014,Diesel,Usados,8075274984,BMW,143,89167,Carrinha,Manual,Série 3,
558,2018,Diesel,Usados,8075264137,Renault,110,70000,Carrinha,Automática,,
559,2013,Diesel,Usados,8065788146,Peugeot,115,176500,Carrinha,Automática,,
560,2017,Diesel,Usados,8067796192,Renault,110,48896,Carrinha,Automática,,
561,2017,Diesel,Usados,8069983251,Renault,90,76000,Citadino,Manual,,Nacional
562,2014,Híbrido (Gasolina),Usados,8060419806,Toyota,136,100000,Carrinha,Automática,,
563,2002,Diesel,Usados,8074613846,Mercedes-Benz,143,299000,Carrinha,Manual,Classe C,
564,2010,Diesel,Usados,8074614838,MINI,90,153000,Citadino,Manual,,
565,2018,Diesel,Usados,8075186325,SEAT,115,54303,Carrinha,Manual,,
566,2002,Diesel,Usados,8067547312,Opel,125,231254,Monovolume,Manual,,Nacional
567,2015,Híbrido (Gasolina),Usados,8073267320,Mitsubishi,204,133000,SUV / TT,Automática,,
568,2018,Gasolina,Usados,8075186323,Renault,90,26531,SUV / TT,Manual,,
569,2019,Gasolina,Usados,8075186265,Renault,90,19056,Carrinha,Manual,,
570,2017,Diesel,Usados,8073521977,Mercedes-Benz,134,68200,Carrinha,Automática,Classe C,Nacional
571,2018,Gasolina,Usados,8074939671,Renault,90,22598,Citadino,Manual,,
572,2016,Diesel,Usados,8059414879,BMW,190,149984,Coupé,Automática,Série 4,
573,2018,Gasolina,Usados,8073522516,Porsche,462,24000,SUV / TT,Automática,,
574,2013,Diesel,Usados,8064550967,Peugeot,90,105000,Citadino,Automática,,
575,2016,Diesel,Usados,8059308013,BMW,116,139955,Citadino,Automática,Série 1,Importado
576,2006,Diesel,Usados,8074044586,Audi,240,197000,SUV / TT,Automática,,Nacional
577,2014,Diesel,Usados,8065718791,Citroën,75,46348,Citadino,Unknown,,
578,2010,Diesel,Usados,8075343424,Mercedes-Benz,204,230000,Carrinha,Manual,Classe E,Nacional
579,2009,Diesel,Usados,8073522570,Audi,105,150500,Carrinha,Manual,,Nacional
580,2011,Diesel,Usados,8075347563,Kia,128,203000,Carrinha,Unknown,,
581,2019,Gasolina,Usados,8075186315,Renault,90,14084,Citadino,Manual,,
582,2007,Diesel,Usados,8075736744,Mercedes-Benz,109,212000,Monovolume,Automática,Classe A,Importado
583,2014,Diesel,Usados,8074041792,Peugeot,100,141293,SUV / TT,Automática,,
584,2017,Diesel,Usados,8058921166,Jaguar,180,87000,Sedan,Automática,,Importado
585,2011,Diesel,Usados,8058035279,SEAT,90,161388,Monovolume,Manual,,
586,2009,Diesel,Usados,8072564622,VW,110,155000,Utilitário,Manual,,
587,2014,Diesel,Usados,8066750140,Peugeot,120,140000,Utilitário,Manual,,
588,2008,Diesel,Usados,8074833726,Smart,45,180000,Pequeno citadino,Unknown,,
