,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Matrícula,Origem,Potência,Quilómetros,Segmento,Tipo de Caixa,Série,Valor Fixo
226,2019,Classe 1,Gasolina,Usados,8058479143,Mercedes-Benz,,Nacional,110 cv,9 490 km,Utilitário,Manual,Classe A,Sim
227,2020,,Diesel,Novos,8074416177,Microcar,,,8 cv,1 km,Pequeno citadino,,,Sim
228,2017,Classe 1,Diesel,Usados,8060817167,Renault,00-00-00,Nacional,110 cv,30 000 km,Carrinha,Manual,,Sim
229,2018,,Gasolina,Usados,8053024122,Renault,,Nacional,90 cv,15 500 km,SUV / TT,Manual,,
230,2018,Classe 1,Gasolina,Usados,8060815711,Skoda,76-VA-29,Nacional,95 cv,26 414 km,Citadino,Manual,,
231,2016,,Diesel,Usados,8045362437,Ford,,Nacional,120 cv,94 561 km,Carrinha,Manual,,Sim
232,2014,Classe 1,Diesel,Usados,8071891347,Mercedes-Benz,55-PH-01,Nacional,116 cv,97 258 km,Carrinha,Manual,Classe C,Sim
233,2018,,Diesel,Usados,8053807945,Citroën,,Nacional,75 cv,35 235 km,Citadino,Manual,,Sim
234,2012,Classe 1,Gasolina,Usados,8062073928,Porsche,,Nacional,400 cv,19 500 km,Coupé,Automática,911 (Todos),
235,2010,Classe 1,Diesel,Usados,8074220109,Nissan,16-IQ-82,Nacional,106 cv,134 852 km,SUV / TT,Manual,,Sim
236,2014,Classe 1,Diesel,Usados,8075599380,BMW,82/ZR/40,Importado,184 cv,94 000 km,Coupé,Manual,Série 1,
237,2017,Classe 1,Diesel,Usados,8068035433,BMW,,Nacional,258 cv,47 000 km,Sedan,Automática,Série 4,Sim
238,2017,,Diesel,Usados,8064443808,Renault,,Nacional,110 cv,60 462 km,Carrinha,Manual,,
239,2019,Classe 1,Gasolina,Usados,8058479143,Mercedes-Benz,,Nacional,110 cv,9 490 km,Utilitário,Manual,Classe A,Sim
240,2017,,Diesel,Usados,8038991221,Renault,,Nacional,90 cv,61 000 km,Citadino,Manual,,Sim
241,2017,Classe 1,Diesel,Usados,8075746593,Fiat,,Nacional,95 cv,20 045 km,SUV / TT,Manual,,
242,2015,Classe 1,Gasolina,Usados,8071086239,Ford,56-QB-07,Nacional,81 cv,116 258 km,Citadino,Manual,,Sim
243,2016,,Diesel,Usados,8045362437,Ford,,Nacional,120 cv,94 561 km,Carrinha,Manual,,Sim
244,2017,,Diesel,Usados,8001573810,Renault,,Nacional,90 cv,51 000 km,Citadino,Manual,,
245,2017,,Diesel,Usados,8045854438,Renault,,Nacional,90 cv,60 245 km,Carrinha,Manual,,Sim
246,2015,,Diesel,Usados,8039515507,Mercedes-Benz,,Nacional,258 cv,70 248 km,Sedan,Automática,Classe CLS,
247,2018,Classe 1,Gasolina,Usados,8071891322,VW,64-VF-90,Nacional,150 cv,5 080 km,Cabrio,Manual,,Sim
248,2015,,Diesel,Usados,8075748070,Kia,,Nacional,136 cv,91 437 km,Monovolume,Manual,,
249,2016,,Diesel,Usados,8025911343,Audi,,Nacional,150 cv,79 000 km,Sedan,Manual,,Sim
250,2015,,Diesel,Usados,8075748070,Kia,,Nacional,136 cv,91 437 km,Monovolume,Manual,,
251,2017,,Diesel,Usados,8008720263,Peugeot,,Nacional,120 cv,70 000 km,Carrinha,Manual,,
252,2017,,Gasolina,Usados,8045854165,Renault,,Nacional,90 cv,47 658 km,Citadino,Manual,,Sim
253,2016,,Diesel,Usados,8037069727,Peugeot,,Nacional,120 cv,85 214 km,Carrinha,Manual,,Sim
254,2009,Classe 1,Diesel,Usados,8066949258,Dodge,80-IE-58,Nacional,140 cv,142 325 km,SUV / TT,Automática,,Sim
255,2017,,Diesel,Usados,8074456122,Volvo,,,190 cv,161 676 km,Sedan,Manual,,
256,2014,Classe 1,Diesel,Usados,8038150191,BMW,,Nacional,218 cv,71 210 km,Coupé,Automática,Série 2,Sim
257,1996,Classe 1,Gasolina,Usados,8060097794,Honda,22-76-HR,Nacional,90 cv,264 258 km,Citadino,Manual,,Sim
258,2013,Classe 1,Diesel,Usados,8068161335,BMW,62-QO-34,,184 cv,83 258 km,Carrinha,Automática,Série 5,Sim
259,2001,Classe 1,Diesel,Usados,8075746777,Ford,,Nacional,90 cv,262 000 km,Carrinha,Manual,,
260,2015,Classe 1,Diesel,Usados,8075761263,Peugeot,,,120 cv,75 200 km,Utilitário,Manual,,Sim
261,2015,Classe 1,Diesel,Usados,8071215761,BMW,,Nacional,177 cv,126 000 km,Carrinha,Automática,Série 5,
262,2014,Classe 1,Diesel,Usados,8075746712,Mercedes-Benz,,Nacional,110 cv,122 191 km,Utilitário,Manual,Classe A,
263,2016,,Diesel,Usados,8036489061,Ford,,Nacional,120 cv,84 033 km,Carrinha,Manual,,Sim
264,2018,,Gasolina,Usados,8046026977,Peugeot,,Nacional,82 cv,30 970 km,Citadino,Manual,,
265,2017,Classe 1,Diesel,Usados,8075746756,DS,85-ZB-87,,120 cv,159 000 km,Utilitário,Automática,,
266,2016,Classe 1,Eléctrico,Usados,8069148284,BMW,32-zl-83,,170 cv,29 959 km,Citadino,Automática,Série i,
267,2016,Classe 1,Eléctrico,Usados,8069148284,BMW,32-zl-83,,170 cv,29 959 km,Citadino,Automática,Série i,
268,2017,,Diesel,Usados,8041732485,Renault,,Nacional,90 cv,54 700 km,SUV / TT,Manual,,Sim
269,2014,Classe 1,Gasolina,Usados,8049813934,Mercedes-Benz,47-OV-39,Nacional,585 cv,119 852 km,Sedan,Automática,Classe S,Sim
270,2015,Classe 1,Diesel,Usados,8071215761,BMW,,Nacional,177 cv,126 000 km,Carrinha,Automática,Série 5,
271,2015,Classe 1,Diesel,Usados,8074454909,Audi,,,190 cv,159 524 km,Carrinha,Automática,,
272,2015,Classe 1,Diesel,Usados,8075761263,Peugeot,,,120 cv,75 200 km,Utilitário,Manual,,Sim
273,2017,,Diesel,Usados,8009477001,Renault,,Nacional,90 cv,55 212 km,Carrinha,Manual,,
274,2010,Classe 1,Diesel,Usados,8072816241,Volvo,11-IQ-75,Nacional,175 cv,175 784 km,SUV / TT,Manual,,Sim
275,2017,,Diesel,Usados,8008753194,Volvo,,Nacional,120 cv,44 500 km,Carrinha,Manual,,
276,2013,,Diesel,Usados,8074570577,Toyota,,,90 cv,114 944 km,Citadino,Manual,,
277,2017,,Diesel,Usados,8045283159,Peugeot,,Nacional,75 cv,58 000 km,Citadino,Manual,,Sim
278,2005,,Gasolina,Usados,8063811006,Mercedes-Benz,,Nacional,95 cv,93 000 km,Utilitário,Automática,Classe B,Sim
279,2017,,Gasolina,Usados,8046028951,Renault,,Nacional,90 cv,44 350 km,Citadino,Manual,,
280,2018,Classe 1,Gasolina,Usados,8074381871,Ford,98-UJ-90,Nacional,125 cv,55 100 km,Carrinha,Manual,,
281,2012,,Diesel,Usados,8075746253,Renault,,,110 cv,220 000 km,Carrinha,,,
282,2012,Classe 1,Diesel,Usados,8067582708,BMW,62-ND-05,Nacional,184 cv,167 352 km,Carrinha,Automática,Série 5,Sim
283,2019,Classe 1,Diesel,Usados,8073113093,BMW,41-ZR-05,Nacional,190 cv,2 000 km,SUV / TT,Automática,Série X,
284,2018,Classe 1,Diesel,Usados,8074384181,Jeep,30-VA-78,Nacional,120 cv,32 968 km,SUV / TT,Manual,,
285,2016,Classe 1,Diesel,Usados,8072009561,Mercedes-Benz,,,170 cv,139 000 km,Carrinha,Automática,Classe C,
286,2008,,Diesel,Usados,8038043341,BMW,,Nacional,177 cv,134 285 km,Sedan,Automática,Série 5,Sim
287,2015,Classe 1,Híbrido (Diesel),Usados,8065801440,Mercedes-Benz,23-QB-50,Nacional,204 cv,126 258 km,Carrinha,Automática,Classe E,Sim
288,2008,,Diesel,Usados,8075595697,Audi,,,143 cv,291 222 km,Carrinha,,,
289,2019,Classe 1,Diesel,Usados,8074403021,Peugeot,81-XX-38,Nacional,130 cv,9 449 km,Utilitário,Manual,,
290,2016,Classe 1,Diesel,Usados,8052548641,Mercedes-Benz,,,170 cv,149 000 km,Carrinha,Automática,Classe C,
291,2019,Classe 1,Diesel,Usados,8074399836,Citroën,72-XB-78,Nacional,102 cv,15 831 km,Sedan,Manual,,
292,2018,,Diesel,Usados,8066504505,Nissan,23-VV-36,Nacional,110 cv,24 391 km,SUV / TT,Manual,,Sim
293,2017,Classe 1,Gasolina,Usados,8074394893,Ford,44-TR-91,Nacional,125 cv,58 120 km,SUV / TT,Manual,,
294,2015,Classe 1,Diesel,Usados,8061467942,Peugeot,84-PT-92,Nacional,120 cv,121 752 km,Monovolume,Manual,,Sim
295,2019,Classe 1,Diesel,Usados,8073107837,Ford,60-XB-64,Nacional,130 cv,23 500 km,Carrinha,Manual,,
296,2017,Classe 1,Diesel,Usados,8053196075,Mercedes-Benz,,,109 cv,37 000 km,Utilitário,Manual,Classe GLA,
297,2019,Classe 1,Gasolina,Usados,8073112225,Ford,82-XE-44,Nacional,85 cv,16 283 km,Citadino,Manual,,
298,2012,Classe 1,Diesel,Usados,8071202871,Nissan,,Nacional,130 cv,86 000 km,SUV / TT,Manual,,
299,2018,Classe 1,Diesel,Usados,8074397488,Fiat,35-UH-80,Nacional,95 cv,49 239 km,Citadino,Manual,,
300,2018,,Diesel,Usados,8066504505,Nissan,23-VV-36,Nacional,110 cv,24 391 km,SUV / TT,Manual,,Sim
301,2019,Classe 1,Diesel,Usados,8074409334,Mercedes-Benz,04-XO-71,Nacional,245 cv,10 000 km,Coupé,Automática,Classe C,
302,2014,Classe 1,Diesel,Usados,8075599380,BMW,82/ZR/40,Importado,184 cv,94 000 km,Coupé,Manual,Série 1,
303,2012,Classe 1,Híbrido (Diesel),Usados,8060606348,Peugeot,,,163 cv,183 000 km,Carrinha,Automática,,
304,2019,Classe 1,Gasolina,Usados,8073113569,Abarth,67-ZQ-40,Nacional,140 cv,1 000 km,Coupé,Manual,,
305,2006,Classe 1,Diesel,Usados,8067433820,BMW,,Nacional,164 cv,217 042 km,Sedan,Manual,Série 5,Sim
306,2010,,Diesel,Usados,8030866500,Audi,,,140 cv,214 142 km,Utilitário,Manual,,
307,2019,Classe 1,Diesel,Usados,8073109864,BMW,46-XD-86,Nacional,116 cv,10 600 km,Utilitário,Manual,,
308,2009,Classe 1,Gasolina,Usados,8075610412,Audi,,Nacional,211 cv,34 836 km,Cabrio,Automática,,
309,2018,Classe 1,Diesel,Usados,8074398109,Peugeot,13-VM-38,Nacional,130 cv,18 999 km,Carrinha,Manual,,
310,2009,Classe 1,Gasolina,Usados,8075610412,Audi,,Nacional,211 cv,34 836 km,Cabrio,Automática,,
311,2019,Classe 1,Gasolina,Usados,8074384859,Fiat,55-XE-25,Nacional,69 cv,14 411 km,Cabrio,Manual,,
312,2014,Classe 1,Diesel,Usados,8075599380,BMW,82/ZR/40,Importado,184 cv,94 000 km,Coupé,Manual,Série 1,
313,2008,,Diesel,Usados,8075595697,Audi,,,143 cv,291 222 km,Carrinha,,,
314,2015,Classe 1,Diesel,Usados,8074407402,BMW,13-QQ-20,Nacional,116 cv,75 000 km,Monovolume,Manual,Série 2,
